solv_i_id,molefrac_i,ln_gamma_i
solvent_83 / solvent_108,1.00 / 0.00,0.000000000 / 0.849258170
solvent_432 / solvent_714,1.00 / 0.00,0.000000000 / 0.113759090
solvent_86 / solvent_391,1.00 / 0.00,0.000000000 / -0.273700270
solvent_62 / solvent_795,1.00 / 0.00,0.000000000 / -0.316915620
solvent_373 / solvent_542,1.00 / 0.00,0.000000000 / 2.534974770
solvent_469 / solvent_482,1.00 / 0.00,0.000000000 / 6.191057740
solvent_783 / solvent_824,1.00 / 0.00,0.000000000 / -0.012779280
solvent_178 / solvent_828,1.00 / 0.00,0.000000000 / 0.075856400
solvent_1 / solvent_239,1.00 / 0.00,0.000000000 / 3.139022720
solvent_218 / solvent_575,1.00 / 0.00,0.000000000 / 4.744739350
solvent_155 / solvent_549,1.00 / 0.00,0.000000000 / 0.147858170
solvent_336 / solvent_450,1.00 / 0.00,0.000000000 / -0.125489370
solvent_266 / solvent_402,1.00 / 0.00,0.000000000 / 1.713937990
solvent_315 / solvent_743,1.00 / 0.00,0.000000000 / -0.587347560
solvent_379 / solvent_544,1.00 / 0.00,0.000000000 / -1.189878280
solvent_231 / solvent_616,1.00 / 0.00,0.000000000 / -0.097867740
solvent_105 / solvent_579,1.00 / 0.00,0.000000000 / -0.761449460
solvent_257 / solvent_722,1.00 / 0.00,0.000000000 / 2.254604040
solvent_240 / solvent_243,1.00 / 0.00,0.000000000 / 0.254695700
solvent_47 / solvent_377,1.00 / 0.00,0.000000000 / -1.098423670
solvent_321 / solvent_425,1.00 / 0.00,0.000000000 / 0.955238490
solvent_298 / solvent_535,1.00 / 0.00,0.000000000 / 2.032016640
solvent_456 / solvent_483,1.00 / 0.00,0.000000000 / 0.025525350
solvent_66 / solvent_732,1.00 / 0.00,0.000000000 / 1.699133330
solvent_111 / solvent_539,1.00 / 0.00,0.000000000 / 2.303205060
solvent_54 / solvent_293,1.00 / 0.00,0.000000000 / 0.790980940
solvent_650 / solvent_656,1.00 / 0.00,0.000000000 / 0.778697500
solvent_200 / solvent_422,1.00 / 0.00,0.000000000 / -0.143094110
solvent_508 / solvent_820,1.00 / 0.00,0.000000000 / 0.167287020
solvent_402 / solvent_649,1.00 / 0.00,0.000000000 / -0.064869580
solvent_82 / solvent_87,1.00 / 0.00,0.000000000 / 2.078714950
solvent_218 / solvent_478,1.00 / 0.00,0.000000000 / -0.468015900
solvent_394 / solvent_604,1.00 / 0.00,0.000000000 / 2.485982380
solvent_177 / solvent_818,1.00 / 0.00,0.000000000 / 0.228533290
solvent_14 / solvent_133,1.00 / 0.00,0.000000000 / 3.333071920
solvent_261 / solvent_678,1.00 / 0.00,0.000000000 / 0.210502330
solvent_63 / solvent_716,1.00 / 0.00,0.000000000 / -0.053276280
solvent_41 / solvent_214,1.00 / 0.00,0.000000000 / -0.167908460
solvent_70 / solvent_100,1.00 / 0.00,0.000000000 / 0.941375760
solvent_499 / solvent_550,1.00 / 0.00,0.000000000 / 1.420360220
solvent_719 / solvent_841,1.00 / 0.00,0.000000000 / -0.031588910
solvent_182 / solvent_394,1.00 / 0.00,0.000000000 / -8.056110060
solvent_499 / solvent_708,1.00 / 0.00,0.000000000 / 7.186727380
solvent_359 / solvent_549,1.00 / 0.00,0.000000000 / -1.078320860
solvent_590 / solvent_661,1.00 / 0.00,0.000000000 / -0.557721890
solvent_160 / solvent_824,1.00 / 0.00,0.000000000 / 0.520679020
solvent_259 / solvent_624,1.00 / 0.00,0.000000000 / 1.907644400
solvent_213 / solvent_825,1.00 / 0.00,0.000000000 / -0.001075960
solvent_408 / solvent_740,1.00 / 0.00,0.000000000 / 1.782908910
solvent_464 / solvent_665,1.00 / 0.00,0.000000000 / 0.626868770
solvent_350 / solvent_757,1.00 / 0.00,0.000000000 / 6.507715590
solvent_170 / solvent_689,1.00 / 0.00,0.000000000 / -0.025343280
solvent_398 / solvent_557,1.00 / 0.00,0.000000000 / -0.900545770
solvent_258 / solvent_631,1.00 / 0.00,0.000000000 / -2.574235410
solvent_21 / solvent_306,1.00 / 0.00,0.000000000 / 1.014166430
solvent_47 / solvent_392,1.00 / 0.00,0.000000000 / -2.814712870
solvent_104 / solvent_258,1.00 / 0.00,0.000000000 / -0.648428340
solvent_23 / solvent_80,1.00 / 0.00,0.000000000 / 3.043318180
solvent_54 / solvent_339,1.00 / 0.00,0.000000000 / -0.026121310
solvent_248 / solvent_662,1.00 / 0.00,0.000000000 / 0.383123160
solvent_41 / solvent_675,1.00 / 0.00,0.000000000 / -0.002388060
solvent_296 / solvent_680,1.00 / 0.00,0.000000000 / -0.695027910
solvent_169 / solvent_478,1.00 / 0.00,0.000000000 / 2.729205250
solvent_11 / solvent_441,1.00 / 0.00,0.000000000 / 1.941927690
solvent_699 / solvent_838,1.00 / 0.00,0.000000000 / 0.025420640
solvent_121 / solvent_349,1.00 / 0.00,0.000000000 / -1.784821320
solvent_262 / solvent_447,1.00 / 0.00,0.000000000 / 6.494636510
solvent_294 / solvent_726,1.00 / 0.00,0.000000000 / -0.129675310
solvent_471 / solvent_814,1.00 / 0.00,0.000000000 / -0.038675970
solvent_383 / solvent_821,1.00 / 0.00,0.000000000 / -0.127867720
solvent_164 / solvent_587,1.00 / 0.00,0.000000000 / -2.075163500
solvent_342 / solvent_645,1.00 / 0.00,0.000000000 / -0.580000270
solvent_222 / solvent_300,1.00 / 0.00,0.000000000 / -0.036337120
solvent_493 / solvent_833,1.00 / 0.00,0.000000000 / 1.243210790
solvent_473 / solvent_738,1.00 / 0.00,0.000000000 / 0.109025640
solvent_276 / solvent_432,1.00 / 0.00,0.000000000 / -0.405591940
solvent_122 / solvent_212,1.00 / 0.00,0.000000000 / 0.106997450
solvent_9 / solvent_436,1.00 / 0.00,0.000000000 / 0.073441080
solvent_334 / solvent_539,1.00 / 0.00,0.000000000 / 2.814013450
solvent_66 / solvent_714,1.00 / 0.00,0.000000000 / 1.016984240
solvent_187 / solvent_708,1.00 / 0.00,0.000000000 / 4.907465860
solvent_593 / solvent_675,1.00 / 0.00,0.000000000 / 0.359133330
solvent_267 / solvent_717,1.00 / 0.00,0.000000000 / -0.015778480
solvent_412 / solvent_498,1.00 / 0.00,0.000000000 / 0.662992310
solvent_203 / solvent_673,1.00 / 0.00,0.000000000 / 0.142219940
solvent_179 / solvent_587,1.00 / 0.00,0.000000000 / -0.684733050
solvent_416 / solvent_818,1.00 / 0.00,0.000000000 / -1.165724190
solvent_345 / solvent_351,1.00 / 0.00,0.000000000 / 2.236114280
solvent_123 / solvent_761,1.00 / 0.00,0.000000000 / 2.159616240
solvent_120 / solvent_522,1.00 / 0.00,0.000000000 / -0.251555930
solvent_368 / solvent_685,1.00 / 0.00,0.000000000 / 0.899509490
solvent_380 / solvent_621,1.00 / 0.00,0.000000000 / 0.087349550
solvent_622 / solvent_718,1.00 / 0.00,0.000000000 / -0.260308940
solvent_314 / solvent_689,1.00 / 0.00,0.000000000 / 0.185933750
solvent_93 / solvent_127,1.00 / 0.00,0.000000000 / 0.023861710
solvent_200 / solvent_695,1.00 / 0.00,0.000000000 / -0.002387370
solvent_692 / solvent_762,1.00 / 0.00,0.000000000 / -0.480671600
solvent_650 / solvent_769,1.00 / 0.00,0.000000000 / 2.665376120
solvent_398 / solvent_778,1.00 / 0.00,0.000000000 / 0.208515730
solvent_247 / solvent_307,1.00 / 0.00,0.000000000 / 0.018176520
solvent_83 / solvent_385,1.00 / 0.00,0.000000000 / 0.508121730
solvent_333 / solvent_767,1.00 / 0.00,0.000000000 / 0.243958770
solvent_99 / solvent_192,1.00 / 0.00,0.000000000 / 0.156069700
solvent_268 / solvent_398,1.00 / 0.00,0.000000000 / 1.217825470
solvent_587 / solvent_831,1.00 / 0.00,0.000000000 / 1.326068820
solvent_93 / solvent_288,1.00 / 0.00,0.000000000 / 0.768305510
solvent_4 / solvent_88,1.00 / 0.00,0.000000000 / 0.452869930
solvent_266 / solvent_648,1.00 / 0.00,0.000000000 / 0.256161200
solvent_397 / solvent_790,1.00 / 0.00,0.000000000 / -0.339345990
solvent_108 / solvent_495,1.00 / 0.00,0.000000000 / -0.070250600
solvent_372 / solvent_718,1.00 / 0.00,0.000000000 / -0.764598980
solvent_376 / solvent_564,1.00 / 0.00,0.000000000 / -0.026456820
solvent_423 / solvent_776,1.00 / 0.00,0.000000000 / -0.464190280
solvent_226 / solvent_777,1.00 / 0.00,0.000000000 / -0.094302850
solvent_120 / solvent_219,1.00 / 0.00,0.000000000 / 0.930737360
solvent_49 / solvent_674,1.00 / 0.00,0.000000000 / 0.023383790
solvent_72 / solvent_417,1.00 / 0.00,0.000000000 / -0.274235540
solvent_447 / solvent_463,1.00 / 0.00,0.000000000 / 1.978704810
solvent_625 / solvent_791,1.00 / 0.00,0.000000000 / 0.343502320
solvent_413 / solvent_615,1.00 / 0.00,0.000000000 / 0.647295440
solvent_611 / solvent_668,1.00 / 0.00,0.000000000 / 1.312952370
solvent_361 / solvent_408,1.00 / 0.00,0.000000000 / 0.060946650
solvent_519 / solvent_639,1.00 / 0.00,0.000000000 / -1.379168440
solvent_561 / solvent_782,1.00 / 0.00,0.000000000 / -0.010657350
solvent_362 / solvent_463,1.00 / 0.00,0.000000000 / 0.719935010
solvent_217 / solvent_409,1.00 / 0.00,0.000000000 / -2.774456450
solvent_177 / solvent_800,1.00 / 0.00,0.000000000 / -2.261606100
solvent_239 / solvent_773,1.00 / 0.00,0.000000000 / -1.573374290
solvent_88 / solvent_188,1.00 / 0.00,0.000000000 / 1.363298050
solvent_470 / solvent_473,1.00 / 0.00,0.000000000 / 0.044094530
solvent_135 / solvent_645,1.00 / 0.00,0.000000000 / 0.307929200
solvent_482 / solvent_514,1.00 / 0.00,0.000000000 / 1.087390280
solvent_680 / solvent_777,1.00 / 0.00,0.000000000 / -0.003842560
solvent_184 / solvent_747,1.00 / 0.00,0.000000000 / 0.166180230
solvent_116 / solvent_746,1.00 / 0.00,0.000000000 / 0.484721440
solvent_609 / solvent_649,1.00 / 0.00,0.000000000 / 0.031742300
solvent_414 / solvent_694,1.00 / 0.00,0.000000000 / 0.373027350
solvent_257 / solvent_842,1.00 / 0.00,0.000000000 / 1.390478380
solvent_24 / solvent_828,1.00 / 0.00,0.000000000 / 1.891399870
solvent_206 / solvent_215,1.00 / 0.00,0.000000000 / -0.221414170
solvent_525 / solvent_571,1.00 / 0.00,0.000000000 / -0.208898380
solvent_474 / solvent_508,1.00 / 0.00,0.000000000 / 0.081787000
solvent_93 / solvent_487,1.00 / 0.00,0.000000000 / 0.618452560
solvent_438 / solvent_559,1.00 / 0.00,0.000000000 / -1.717855540
solvent_157 / solvent_300,1.00 / 0.00,0.000000000 / 1.362568480
solvent_169 / solvent_397,1.00 / 0.00,0.000000000 / -0.013018370
solvent_510 / solvent_710,1.00 / 0.00,0.000000000 / 1.780869690
solvent_698 / solvent_766,1.00 / 0.00,0.000000000 / -0.311979760
solvent_119 / solvent_482,1.00 / 0.00,0.000000000 / 7.110179450
solvent_374 / solvent_418,1.00 / 0.00,0.000000000 / 1.195533620
solvent_167 / solvent_842,1.00 / 0.00,0.000000000 / 2.036760680
solvent_56 / solvent_735,1.00 / 0.00,0.000000000 / 2.028890470
solvent_574 / solvent_641,1.00 / 0.00,0.000000000 / 0.234098680
solvent_99 / solvent_716,1.00 / 0.00,0.000000000 / 2.260614120
solvent_638 / solvent_711,1.00 / 0.00,0.000000000 / -0.732997350
solvent_180 / solvent_386,1.00 / 0.00,0.000000000 / -0.296791960
solvent_12 / solvent_422,1.00 / 0.00,0.000000000 / -0.048805620
solvent_626 / solvent_686,1.00 / 0.00,0.000000000 / -0.256889620
solvent_381 / solvent_826,1.00 / 0.00,0.000000000 / 0.960756520
solvent_100 / solvent_445,1.00 / 0.00,0.000000000 / 0.286397610
solvent_124 / solvent_593,1.00 / 0.00,0.000000000 / 0.209126630
solvent_150 / solvent_487,1.00 / 0.00,0.000000000 / -0.295149600
solvent_756 / solvent_822,1.00 / 0.00,0.000000000 / 0.706502540
solvent_24 / solvent_389,1.00 / 0.00,0.000000000 / -2.083443500
solvent_661 / solvent_687,1.00 / 0.00,0.000000000 / 0.478933120
solvent_27 / solvent_494,1.00 / 0.00,0.000000000 / 3.380849160
solvent_331 / solvent_779,1.00 / 0.00,0.000000000 / -1.656808980
solvent_738 / solvent_817,1.00 / 0.00,0.000000000 / -0.146962890
solvent_230 / solvent_757,1.00 / 0.00,0.000000000 / -0.571260670
solvent_464 / solvent_756,1.00 / 0.00,0.000000000 / -0.330355550
solvent_72 / solvent_661,1.00 / 0.00,0.000000000 / 0.139859090
solvent_216 / solvent_742,1.00 / 0.00,0.000000000 / 0.236434610
solvent_574 / solvent_700,1.00 / 0.00,0.000000000 / -0.284346610
solvent_62 / solvent_638,1.00 / 0.00,0.000000000 / -0.280603070
solvent_88 / solvent_776,1.00 / 0.00,0.000000000 / 2.921431830
solvent_603 / solvent_711,1.00 / 0.00,0.000000000 / 1.125903760
solvent_17 / solvent_406,1.00 / 0.00,0.000000000 / 0.651833430
solvent_288 / solvent_447,1.00 / 0.00,0.000000000 / 4.410929810
solvent_249 / solvent_500,1.00 / 0.00,0.000000000 / 0.124837100
solvent_506 / solvent_636,1.00 / 0.00,0.000000000 / 0.123469280
solvent_603 / solvent_710,1.00 / 0.00,0.000000000 / -1.332942460
solvent_136 / solvent_251,1.00 / 0.00,0.000000000 / 0.305528750
solvent_393 / solvent_542,1.00 / 0.00,0.000000000 / -0.055351310
solvent_195 / solvent_769,1.00 / 0.00,0.000000000 / 3.318096920
solvent_275 / solvent_639,1.00 / 0.00,0.000000000 / -2.283741570
solvent_621 / solvent_643,1.00 / 0.00,0.000000000 / -0.038272010
solvent_55 / solvent_535,1.00 / 0.00,0.000000000 / 1.655496900
solvent_212 / solvent_645,1.00 / 0.00,0.000000000 / 0.071778870
solvent_662 / solvent_833,1.00 / 0.00,0.000000000 / 1.948560870
solvent_132 / solvent_477,1.00 / 0.00,0.000000000 / -0.354397580
solvent_593 / solvent_667,1.00 / 0.00,0.000000000 / 0.743787210
solvent_132 / solvent_375,1.00 / 0.00,0.000000000 / -1.729652420
solvent_182 / solvent_335,1.00 / 0.00,0.000000000 / -0.590074590
solvent_126 / solvent_131,1.00 / 0.00,0.000000000 / 1.956559090
solvent_212 / solvent_464,1.00 / 0.00,0.000000000 / 0.305312850
solvent_475 / solvent_675,1.00 / 0.00,0.000000000 / 0.018708500
solvent_309 / solvent_348,1.00 / 0.00,0.000000000 / -0.455187980
solvent_59 / solvent_776,1.00 / 0.00,0.000000000 / 1.157123960
solvent_54 / solvent_181,1.00 / 0.00,0.000000000 / 0.500952570
solvent_631 / solvent_696,1.00 / 0.00,0.000000000 / 0.237592460
solvent_432 / solvent_620,1.00 / 0.00,0.000000000 / 0.210995060
solvent_391 / solvent_508,1.00 / 0.00,0.000000000 / -0.044833770
solvent_7 / solvent_336,1.00 / 0.00,0.000000000 / -2.347118300
solvent_336 / solvent_399,1.00 / 0.00,0.000000000 / 0.091282110
solvent_292 / solvent_370,1.00 / 0.00,0.000000000 / -0.385793850
solvent_714 / solvent_841,1.00 / 0.00,0.000000000 / -0.873942300
solvent_442 / solvent_606,1.00 / 0.00,0.000000000 / -0.095802830
solvent_582 / solvent_744,1.00 / 0.00,0.000000000 / 0.909101510
solvent_92 / solvent_704,1.00 / 0.00,0.000000000 / 1.253446410
solvent_11 / solvent_316,1.00 / 0.00,0.000000000 / 0.151459510
solvent_182 / solvent_460,1.00 / 0.00,0.000000000 / 0.852939510
solvent_338 / solvent_843,1.00 / 0.00,0.000000000 / 1.646915230
solvent_403 / solvent_716,1.00 / 0.00,0.000000000 / -0.092604390
solvent_649 / solvent_694,1.00 / 0.00,0.000000000 / -0.338913430
solvent_178 / solvent_662,1.00 / 0.00,0.000000000 / 0.147151610
solvent_540 / solvent_789,1.00 / 0.00,0.000000000 / 0.998923360
solvent_424 / solvent_494,1.00 / 0.00,0.000000000 / -0.405149440
solvent_174 / solvent_643,1.00 / 0.00,0.000000000 / 0.247423520
solvent_675 / solvent_815,1.00 / 0.00,0.000000000 / 3.598934500
solvent_319 / solvent_586,1.00 / 0.00,0.000000000 / -1.097714040
solvent_35 / solvent_155,1.00 / 0.00,0.000000000 / 0.372581300
solvent_266 / solvent_828,1.00 / 0.00,0.000000000 / 0.544518790
solvent_479 / solvent_840,1.00 / 0.00,0.000000000 / 4.259965360
solvent_268 / solvent_701,1.00 / 0.00,0.000000000 / 0.347718130
solvent_132 / solvent_559,1.00 / 0.00,0.000000000 / -3.196648220
solvent_399 / solvent_577,1.00 / 0.00,0.000000000 / 3.250770120
solvent_72 / solvent_776,1.00 / 0.00,0.000000000 / 1.205911680
solvent_422 / solvent_764,1.00 / 0.00,0.000000000 / 0.208772600
solvent_459 / solvent_633,1.00 / 0.00,0.000000000 / -0.741477050
solvent_159 / solvent_652,1.00 / 0.00,0.000000000 / 1.974958110
solvent_269 / solvent_289,1.00 / 0.00,0.000000000 / 0.545472930
solvent_582 / solvent_797,1.00 / 0.00,0.000000000 / 2.010534590
solvent_56 / solvent_677,1.00 / 0.00,0.000000000 / 1.600585990
solvent_156 / solvent_402,1.00 / 0.00,0.000000000 / 1.133034830
solvent_584 / solvent_807,1.00 / 0.00,0.000000000 / 0.158988400
solvent_657 / solvent_824,1.00 / 0.00,0.000000000 / -0.019387330
solvent_115 / solvent_351,1.00 / 0.00,0.000000000 / 1.407051320
solvent_253 / solvent_512,1.00 / 0.00,0.000000000 / 0.090893720
solvent_393 / solvent_496,1.00 / 0.00,0.000000000 / 0.385164680
solvent_218 / solvent_429,1.00 / 0.00,0.000000000 / 4.844085470
solvent_306 / solvent_800,1.00 / 0.00,0.000000000 / 3.968612640
solvent_82 / solvent_201,1.00 / 0.00,0.000000000 / 0.078072700
solvent_266 / solvent_359,1.00 / 0.00,0.000000000 / 0.307614350
solvent_456 / solvent_547,1.00 / 0.00,0.000000000 / 0.000826080
solvent_662 / solvent_710,1.00 / 0.00,0.000000000 / -0.136612230
solvent_567 / solvent_588,1.00 / 0.00,0.000000000 / -0.030614830
solvent_155 / solvent_727,1.00 / 0.00,0.000000000 / 0.216594920
solvent_17 / solvent_49,1.00 / 0.00,0.000000000 / 0.166187240
solvent_298 / solvent_584,1.00 / 0.00,0.000000000 / 0.749517500
solvent_139 / solvent_714,1.00 / 0.00,0.000000000 / 0.003565820
solvent_332 / solvent_335,1.00 / 0.00,0.000000000 / 0.083576500
solvent_102 / solvent_155,1.00 / 0.00,0.000000000 / 0.029757950
solvent_713 / solvent_723,1.00 / 0.00,0.000000000 / 0.562473780
solvent_443 / solvent_760,1.00 / 0.00,0.000000000 / -0.176761390
solvent_334 / solvent_593,1.00 / 0.00,0.000000000 / -0.350087840
solvent_131 / solvent_250,1.00 / 0.00,0.000000000 / 0.607029460
solvent_440 / solvent_469,1.00 / 0.00,0.000000000 / -0.062446430
solvent_427 / solvent_470,1.00 / 0.00,0.000000000 / 0.035424510
solvent_12 / solvent_88,1.00 / 0.00,0.000000000 / 1.618432070
solvent_777 / solvent_843,1.00 / 0.00,0.000000000 / -1.483856040
solvent_633 / solvent_738,1.00 / 0.00,0.000000000 / 0.167583430
solvent_403 / solvent_556,1.00 / 0.00,0.000000000 / -2.693157680
solvent_22 / solvent_660,1.00 / 0.00,0.000000000 / 0.278931820
solvent_255 / solvent_409,1.00 / 0.00,0.000000000 / 3.252212930
solvent_319 / solvent_350,1.00 / 0.00,0.000000000 / 0.425852500
solvent_350 / solvent_530,1.00 / 0.00,0.000000000 / -0.043331470
solvent_586 / solvent_737,1.00 / 0.00,0.000000000 / 1.065749480
solvent_535 / solvent_599,1.00 / 0.00,0.000000000 / 4.102116640
solvent_69 / solvent_504,1.00 / 0.00,0.000000000 / -0.066806760
solvent_402 / solvent_603,1.00 / 0.00,0.000000000 / 0.454405270
solvent_219 / solvent_783,1.00 / 0.00,0.000000000 / 0.883281330
solvent_52 / solvent_279,1.00 / 0.00,0.000000000 / 1.408999920
solvent_413 / solvent_456,1.00 / 0.00,0.000000000 / 1.095356270
solvent_278 / solvent_809,1.00 / 0.00,0.000000000 / -1.811061050
solvent_514 / solvent_721,1.00 / 0.00,0.000000000 / 2.069318880
solvent_655 / solvent_779,1.00 / 0.00,0.000000000 / -0.254981970
solvent_232 / solvent_393,1.00 / 0.00,0.000000000 / 1.631950810
solvent_112 / solvent_534,1.00 / 0.00,0.000000000 / -1.373828950
solvent_118 / solvent_236,1.00 / 0.00,0.000000000 / 0.427242750
solvent_451 / solvent_515,1.00 / 0.00,0.000000000 / 3.102604620
solvent_592 / solvent_656,1.00 / 0.00,0.000000000 / 0.305889510
solvent_195 / solvent_511,1.00 / 0.00,0.000000000 / 0.136139080
solvent_296 / solvent_828,1.00 / 0.00,0.000000000 / -0.097707090
solvent_357 / solvent_680,1.00 / 0.00,0.000000000 / 0.034877320
solvent_444 / solvent_489,1.00 / 0.00,0.000000000 / 0.835345610
solvent_160 / solvent_640,1.00 / 0.00,0.000000000 / 0.743216770
solvent_374 / solvent_411,1.00 / 0.00,0.000000000 / 0.788352020
solvent_117 / solvent_641,1.00 / 0.00,0.000000000 / -1.733291380
solvent_609 / solvent_758,1.00 / 0.00,0.000000000 / -0.220869370
solvent_13 / solvent_432,1.00 / 0.00,0.000000000 / -0.927910140
solvent_111 / solvent_421,1.00 / 0.00,0.000000000 / 0.031962150
solvent_247 / solvent_652,1.00 / 0.00,0.000000000 / 0.943554970
solvent_98 / solvent_341,1.00 / 0.00,0.000000000 / 0.162404940
solvent_690 / solvent_837,1.00 / 0.00,0.000000000 / 0.170214180
solvent_256 / solvent_727,1.00 / 0.00,0.000000000 / -0.009474610
solvent_59 / solvent_575,1.00 / 0.00,0.000000000 / 0.168612990
solvent_140 / solvent_236,1.00 / 0.00,0.000000000 / 0.120136920
solvent_445 / solvent_722,1.00 / 0.00,0.000000000 / 2.524080580
solvent_102 / solvent_425,1.00 / 0.00,0.000000000 / -0.425071500
solvent_617 / solvent_759,1.00 / 0.00,0.000000000 / 1.387861550
solvent_238 / solvent_741,1.00 / 0.00,0.000000000 / 0.525291600
solvent_471 / solvent_520,1.00 / 0.00,0.000000000 / 0.542835360
solvent_7 / solvent_790,1.00 / 0.00,0.000000000 / 0.757680980
solvent_232 / solvent_555,1.00 / 0.00,0.000000000 / 0.089915300
solvent_636 / solvent_758,1.00 / 0.00,0.000000000 / -1.009796800
solvent_124 / solvent_540,1.00 / 0.00,0.000000000 / 0.976108560
solvent_389 / solvent_432,1.00 / 0.00,0.000000000 / 0.404900360
solvent_184 / solvent_695,1.00 / 0.00,0.000000000 / 0.140668600
solvent_172 / solvent_496,1.00 / 0.00,0.000000000 / -0.021936270
solvent_210 / solvent_820,1.00 / 0.00,0.000000000 / 0.006854720
solvent_193 / solvent_608,1.00 / 0.00,0.000000000 / 0.275930090
solvent_697 / solvent_786,1.00 / 0.00,0.000000000 / 0.188484050
solvent_80 / solvent_204,1.00 / 0.00,0.000000000 / 0.267096830
solvent_86 / solvent_788,1.00 / 0.00,0.000000000 / -1.589166570
solvent_15 / solvent_118,1.00 / 0.00,0.000000000 / -0.054653090
solvent_145 / solvent_662,1.00 / 0.00,0.000000000 / 1.755164630
solvent_89 / solvent_460,1.00 / 0.00,0.000000000 / 1.131412820
solvent_54 / solvent_85,1.00 / 0.00,0.000000000 / 0.130881160
solvent_623 / solvent_789,1.00 / 0.00,0.000000000 / 0.461817420
solvent_14 / solvent_304,1.00 / 0.00,0.000000000 / 0.146360390
solvent_251 / solvent_745,1.00 / 0.00,0.000000000 / 0.018489420
solvent_104 / solvent_275,1.00 / 0.00,0.000000000 / 0.733937840
solvent_136 / solvent_384,1.00 / 0.00,0.000000000 / -0.765353880
solvent_201 / solvent_805,1.00 / 0.00,0.000000000 / 0.131071410
solvent_86 / solvent_159,1.00 / 0.00,0.000000000 / 1.978104800
solvent_163 / solvent_188,1.00 / 0.00,0.000000000 / 1.045699540
solvent_510 / solvent_567,1.00 / 0.00,0.000000000 / 0.675725520
solvent_377 / solvent_831,1.00 / 0.00,0.000000000 / 0.355711960
solvent_81 / solvent_110,1.00 / 0.00,0.000000000 / 1.310950240
solvent_247 / solvent_454,1.00 / 0.00,0.000000000 / 0.001521120
solvent_115 / solvent_558,1.00 / 0.00,0.000000000 / 0.276342570
solvent_25 / solvent_192,1.00 / 0.00,0.000000000 / -0.934373550
solvent_300 / solvent_645,1.00 / 0.00,0.000000000 / 0.293406020
solvent_54 / solvent_359,1.00 / 0.00,0.000000000 / -0.480044640
solvent_149 / solvent_415,1.00 / 0.00,0.000000000 / 0.345084510
solvent_266 / solvent_556,1.00 / 0.00,0.000000000 / -2.178421420
solvent_247 / solvent_469,1.00 / 0.00,0.000000000 / -0.156502350
solvent_717 / solvent_729,1.00 / 0.00,0.000000000 / 0.526552310
solvent_438 / solvent_471,1.00 / 0.00,0.000000000 / -0.740415840
solvent_66 / solvent_536,1.00 / 0.00,0.000000000 / -0.279853240
solvent_440 / solvent_493,1.00 / 0.00,0.000000000 / 2.207741830
solvent_189 / solvent_771,1.00 / 0.00,0.000000000 / -0.132956120
solvent_536 / solvent_633,1.00 / 0.00,0.000000000 / 0.110617020
solvent_77 / solvent_135,1.00 / 0.00,0.000000000 / 1.011857750
solvent_470 / solvent_550,1.00 / 0.00,0.000000000 / 0.227012540
solvent_174 / solvent_315,1.00 / 0.00,0.000000000 / 0.315813600
solvent_382 / solvent_497,1.00 / 0.00,0.000000000 / 1.133704780
solvent_200 / solvent_553,1.00 / 0.00,0.000000000 / -0.435640630
solvent_91 / solvent_393,1.00 / 0.00,0.000000000 / 2.273418860
solvent_3 / solvent_694,1.00 / 0.00,0.000000000 / -0.261791100
solvent_186 / solvent_317,1.00 / 0.00,0.000000000 / 0.891712310
solvent_127 / solvent_226,1.00 / 0.00,0.000000000 / 0.968127790
solvent_383 / solvent_728,1.00 / 0.00,0.000000000 / 0.045047170
solvent_173 / solvent_205,1.00 / 0.00,0.000000000 / 1.154259070
solvent_186 / solvent_753,1.00 / 0.00,0.000000000 / 0.846896750
solvent_280 / solvent_533,1.00 / 0.00,0.000000000 / -0.715981860
solvent_635 / solvent_651,1.00 / 0.00,0.000000000 / -0.012330760
solvent_167 / solvent_210,1.00 / 0.00,0.000000000 / 1.020253760
solvent_2 / solvent_691,1.00 / 0.00,0.000000000 / 1.129893680
solvent_347 / solvent_602,1.00 / 0.00,0.000000000 / 0.224041680
solvent_341 / solvent_728,1.00 / 0.00,0.000000000 / 0.038231270
solvent_457 / solvent_550,1.00 / 0.00,0.000000000 / 1.339718310
solvent_419 / solvent_448,1.00 / 0.00,0.000000000 / -0.057550420
solvent_22 / solvent_314,1.00 / 0.00,0.000000000 / -0.136784860
solvent_122 / solvent_494,1.00 / 0.00,0.000000000 / 0.980786720
solvent_181 / solvent_332,1.00 / 0.00,0.000000000 / 0.518848110
solvent_253 / solvent_391,1.00 / 0.00,0.000000000 / -1.155521950
solvent_103 / solvent_746,1.00 / 0.00,0.000000000 / 0.029216320
solvent_165 / solvent_407,1.00 / 0.00,0.000000000 / 0.532518110
solvent_312 / solvent_642,1.00 / 0.00,0.000000000 / -6.968514540
solvent_123 / solvent_151,1.00 / 0.00,0.000000000 / 1.859737400
solvent_229 / solvent_439,1.00 / 0.00,0.000000000 / 2.936041390
solvent_84 / solvent_334,1.00 / 0.00,0.000000000 / -0.061906870
solvent_616 / solvent_635,1.00 / 0.00,0.000000000 / -0.004481140
solvent_719 / solvent_764,1.00 / 0.00,0.000000000 / 0.713596370
solvent_113 / solvent_487,1.00 / 0.00,0.000000000 / 0.130769830
solvent_374 / solvent_740,1.00 / 0.00,0.000000000 / -1.454129610
