solv_i_id,molefrac_i,ln_gamma_i
solvent_339 / solvent_550,0.30 / 0.70,-0.001054260 / 0.000101150
solvent_341 / solvent_539,0.30 / 0.70,1.569656870 / 1.030779660
solvent_104 / solvent_144,0.30 / 0.70,-0.797523890 / -0.107154340
solvent_335 / solvent_705,0.30 / 0.70,0.299081280 / 0.117281450
solvent_677 / solvent_748,0.30 / 0.70,0.682701960 / 0.111242740
solvent_462 / solvent_667,0.30 / 0.70,-0.076351650 / -0.004298760
solvent_216 / solvent_712,0.30 / 0.70,0.470602620 / 0.094779770
solvent_74 / solvent_780,0.30 / 0.70,1.689511440 / 0.858191470
solvent_87 / solvent_421,0.30 / 0.70,0.878500230 / 0.150301930
solvent_151 / solvent_233,0.30 / 0.70,0.712600190 / 0.147182160
solvent_107 / solvent_432,0.30 / 0.70,-0.102447860 / -0.014970490
solvent_195 / solvent_572,0.30 / 0.70,0.720582320 / 0.117708970
solvent_111 / solvent_183,0.30 / 0.70,0.869634390 / 0.147612030
solvent_664 / solvent_770,0.30 / 0.70,-0.399250510 / -0.015050130
solvent_102 / solvent_348,0.30 / 0.70,0.054037300 / 0.018478950
solvent_598 / solvent_814,0.30 / 0.70,0.071681010 / 0.009430480
solvent_374 / solvent_825,0.30 / 0.70,0.120299340 / 0.021361520
solvent_496 / solvent_758,0.30 / 0.70,-0.246012360 / -0.039423410
solvent_289 / solvent_517,0.30 / 0.70,0.803859510 / 0.199382060
solvent_205 / solvent_252,0.30 / 0.70,0.419908130 / 0.199091860
solvent_41 / solvent_186,0.30 / 0.70,0.444772000 / 0.060252940
solvent_113 / solvent_787,0.30 / 0.70,-0.592600280 / -0.082499220
solvent_462 / solvent_838,0.30 / 0.70,-0.096533490 / -0.021227830
solvent_231 / solvent_731,0.30 / 0.70,0.667728310 / 0.015487420
solvent_197 / solvent_753,0.30 / 0.70,0.007514550 / -0.014091520
solvent_89 / solvent_102,0.30 / 0.70,0.360556720 / 0.210784660
solvent_746 / solvent_776,0.30 / 0.70,0.037695760 / 0.002482800
solvent_508 / solvent_539,0.30 / 0.70,1.337954930 / 0.886552900
solvent_21 / solvent_561,0.30 / 0.70,0.044055920 / 0.012579740
solvent_197 / solvent_413,0.30 / 0.70,0.827144030 / 0.045566020
solvent_708 / solvent_843,0.30 / 0.70,2.776319850 / 0.264668880
solvent_336 / solvent_374,0.30 / 0.70,0.179621700 / 0.043680910
solvent_236 / solvent_839,0.30 / 0.70,0.146826360 / -0.003657560
solvent_49 / solvent_817,0.30 / 0.70,-0.031291120 / -0.006323700
solvent_313 / solvent_805,0.30 / 0.70,0.924043940 / 0.185777820
solvent_45 / solvent_690,0.30 / 0.70,0.043361870 / 0.006361740
solvent_509 / solvent_593,0.30 / 0.70,0.068050350 / 0.011644620
solvent_339 / solvent_343,0.30 / 0.70,0.466557410 / 0.158676600
solvent_493 / solvent_509,0.30 / 0.70,0.276326160 / 0.212383520
solvent_322 / solvent_673,0.30 / 0.70,0.024061330 / 0.003358840
solvent_786 / solvent_809,0.30 / 0.70,-0.117983400 / 0.003559390
solvent_713 / solvent_837,0.30 / 0.70,0.108300600 / -0.000682860
solvent_235 / solvent_827,0.30 / 0.70,0.548939980 / 0.268228480
solvent_210 / solvent_470,0.30 / 0.70,-0.194064520 / -0.030574850
solvent_640 / solvent_676,0.30 / 0.70,-0.211558740 / -0.035138310
solvent_89 / solvent_796,0.30 / 0.70,0.492741950 / 0.088350940
solvent_180 / solvent_774,0.30 / 0.70,-0.045956300 / 0.011713430
solvent_24 / solvent_585,0.30 / 0.70,0.549148010 / 0.167607510
solvent_659 / solvent_795,0.30 / 0.70,0.570944770 / 0.085318610
solvent_210 / solvent_719,0.30 / 0.70,-0.226254310 / -0.057488820
solvent_191 / solvent_239,0.30 / 0.70,-0.907895250 / -0.222425570
solvent_179 / solvent_446,0.30 / 0.70,0.538786200 / 0.026689290
solvent_1 / solvent_424,0.30 / 0.70,0.458460600 / 0.145879690
solvent_179 / solvent_786,0.30 / 0.70,0.427704610 / 0.067946870
solvent_314 / solvent_578,0.30 / 0.70,0.348639120 / 0.049297860
solvent_236 / solvent_786,0.30 / 0.70,0.288137410 / 0.041080210
solvent_267 / solvent_767,0.30 / 0.70,-0.125072600 / -0.047807410
solvent_267 / solvent_357,0.30 / 0.70,0.052849170 / 0.023968510
solvent_84 / solvent_478,0.30 / 0.70,1.144945610 / 0.226604910
solvent_447 / solvent_533,0.30 / 0.70,-8.056815260 / -0.263026100
solvent_257 / solvent_474,0.30 / 0.70,-0.007296840 / -0.000963470
solvent_123 / solvent_253,0.30 / 0.70,0.401265680 / 0.177795440
solvent_183 / solvent_607,0.30 / 0.70,0.417929200 / 0.204851180
solvent_322 / solvent_604,0.30 / 0.70,-0.117112260 / -0.014285660
solvent_132 / solvent_817,0.30 / 0.70,-0.645497700 / -0.100715900
solvent_170 / solvent_299,0.30 / 0.70,-0.181975440 / -0.015660890
solvent_235 / solvent_782,0.30 / 0.70,0.783503580 / 0.274948390
solvent_457 / solvent_835,0.30 / 0.70,1.082318440 / 0.294780320
solvent_549 / solvent_574,0.30 / 0.70,0.026788720 / 0.004866100
solvent_287 / solvent_442,0.30 / 0.70,-0.047780930 / -0.008096500
solvent_227 / solvent_512,0.30 / 0.70,0.328837670 / 0.186987070
solvent_245 / solvent_750,0.30 / 0.70,-0.168271080 / -0.023127440
solvent_479 / solvent_837,0.30 / 0.70,0.580535290 / 0.083392950
solvent_552 / solvent_637,0.30 / 0.70,0.295545160 / 0.060096450
solvent_86 / solvent_100,0.30 / 0.70,0.066289890 / 0.009566240
solvent_267 / solvent_759,0.30 / 0.70,-0.254260270 / -0.105609620
solvent_85 / solvent_807,0.30 / 0.70,0.017524280 / 0.003392130
solvent_498 / solvent_686,0.30 / 0.70,0.107102140 / 0.153326600
solvent_150 / solvent_560,0.30 / 0.70,0.348839320 / 0.186533400
solvent_319 / solvent_696,0.30 / 0.70,-0.056536390 / -0.006724950
solvent_123 / solvent_216,0.30 / 0.70,-0.310709590 / -0.059262420
solvent_249 / solvent_608,0.30 / 0.70,0.016825790 / 0.011042650
solvent_70 / solvent_197,0.30 / 0.70,-0.012145090 / -0.001692450
solvent_5 / solvent_746,0.30 / 0.70,0.153948640 / 0.014588100
solvent_398 / solvent_838,0.30 / 0.70,0.199173570 / 0.099888270
solvent_118 / solvent_580,0.30 / 0.70,0.927669960 / 0.210563910
solvent_590 / solvent_709,0.30 / 0.70,-0.068633700 / -0.007499650
solvent_49 / solvent_391,0.30 / 0.70,-0.106075990 / -0.010765850
solvent_253 / solvent_343,0.30 / 0.70,0.412352790 / 0.099510680
solvent_73 / solvent_178,0.30 / 0.70,-0.305144750 / -0.058185490
solvent_476 / solvent_629,0.30 / 0.70,0.009471010 / 0.001792120
solvent_481 / solvent_604,0.30 / 0.70,-0.331538940 / -0.040009670
solvent_356 / solvent_549,0.30 / 0.70,0.144670940 / 0.028755040
solvent_202 / solvent_701,0.30 / 0.70,0.000287990 / -0.013756150
solvent_100 / solvent_116,0.30 / 0.70,-0.229846540 / -0.036860090
solvent_323 / solvent_348,0.30 / 0.70,-0.150547210 / -0.023563800
solvent_178 / solvent_554,0.30 / 0.70,0.172831360 / 0.042966320
solvent_215 / solvent_765,0.30 / 0.70,-0.070935810 / -0.020550410
solvent_114 / solvent_455,0.30 / 0.70,0.071453140 / 0.003040580
solvent_385 / solvent_412,0.30 / 0.70,-0.031072220 / -0.007593300
solvent_121 / solvent_553,0.30 / 0.70,-1.125756640 / -0.113186930
solvent_559 / solvent_678,0.30 / 0.70,-1.256657560 / -0.281721830
solvent_172 / solvent_760,0.30 / 0.70,0.741057940 / 0.115482200
solvent_219 / solvent_477,0.30 / 0.70,0.488946430 / 0.137557080
solvent_55 / solvent_361,0.30 / 0.70,-0.247904940 / -0.064390860
solvent_137 / solvent_580,0.30 / 0.70,0.520845660 / 0.139030430
solvent_140 / solvent_568,0.30 / 0.70,-0.100006920 / -0.036077610
solvent_533 / solvent_729,0.30 / 0.70,-3.500336690 / -0.099282980
solvent_184 / solvent_260,0.30 / 0.70,-0.142627290 / -0.027400980
solvent_340 / solvent_758,0.30 / 0.70,-0.043563140 / 0.013735910
solvent_247 / solvent_516,0.30 / 0.70,-0.385464170 / 0.020593540
solvent_239 / solvent_782,0.30 / 0.70,0.566669950 / 0.245246730
solvent_711 / solvent_791,0.30 / 0.70,0.133104710 / 0.027240710
solvent_476 / solvent_650,0.30 / 0.70,0.284544240 / 0.053722230
solvent_5 / solvent_714,0.30 / 0.70,-0.156039490 / -0.019477380
solvent_144 / solvent_151,0.30 / 0.70,0.686169460 / 0.245149610
solvent_586 / solvent_839,0.30 / 0.70,0.265945040 / 0.010183270
solvent_321 / solvent_323,0.30 / 0.70,-0.182719290 / -0.028914830
solvent_181 / solvent_648,0.30 / 0.70,0.556131650 / 0.125014440
solvent_340 / solvent_559,0.30 / 0.70,0.350372350 / 0.037797410
solvent_563 / solvent_697,0.30 / 0.70,0.012713100 / 0.002181230
solvent_269 / solvent_679,0.30 / 0.70,0.002469740 / -0.001519730
solvent_122 / solvent_417,0.30 / 0.70,0.028347970 / 0.010645930
solvent_230 / solvent_256,0.30 / 0.70,-0.192131610 / -0.028261300
solvent_276 / solvent_488,0.30 / 0.70,-0.268948390 / -0.043677610
solvent_66 / solvent_353,0.30 / 0.70,-0.073982720 / -0.001958110
solvent_505 / solvent_762,0.30 / 0.70,1.445557070 / 0.105439130
solvent_759 / solvent_824,0.30 / 0.70,0.175121330 / 0.021428630
solvent_54 / solvent_714,0.30 / 0.70,-0.079244850 / -0.005537890
solvent_661 / solvent_735,0.30 / 0.70,0.516349410 / 0.056550420
solvent_261 / solvent_455,0.30 / 0.70,-0.035373200 / -0.010333030
solvent_361 / solvent_667,0.30 / 0.70,0.036820240 / -0.004748120
solvent_107 / solvent_108,0.30 / 0.70,0.041616030 / 0.002738180
solvent_109 / solvent_680,0.30 / 0.70,0.056960910 / 0.011201860
solvent_200 / solvent_629,0.30 / 0.70,-0.007063650 / -0.003714550
solvent_180 / solvent_357,0.30 / 0.70,0.206139480 / 0.025569430
solvent_438 / solvent_641,0.30 / 0.70,-0.214116080 / -0.014406630
solvent_120 / solvent_396,0.30 / 0.70,-0.391968330 / -0.125643590
solvent_323 / solvent_694,0.30 / 0.70,0.288482990 / 0.046774640
solvent_2 / solvent_495,0.30 / 0.70,-0.014016760 / 0.009746680
solvent_177 / solvent_550,0.30 / 0.70,-0.156588190 / -0.037523560
solvent_595 / solvent_744,0.30 / 0.70,0.018065750 / 0.001997740
solvent_531 / solvent_746,0.30 / 0.70,1.088663260 / 0.243933670
solvent_511 / solvent_828,0.30 / 0.70,-0.013349240 / -0.001759250
solvent_53 / solvent_436,0.30 / 0.70,-0.531840900 / -0.034387170
solvent_167 / solvent_520,0.30 / 0.70,0.552056060 / 0.107522260
solvent_155 / solvent_460,0.30 / 0.70,-0.084393080 / -0.014679540
solvent_606 / solvent_660,0.30 / 0.70,0.198047560 / 0.022895240
solvent_331 / solvent_516,0.30 / 0.70,0.827035680 / 0.135939700
solvent_609 / solvent_805,0.30 / 0.70,0.100581230 / 0.012951210
solvent_89 / solvent_200,0.30 / 0.70,0.736421300 / 0.209757580
solvent_126 / solvent_399,0.30 / 0.70,-0.220947750 / -0.027799370
solvent_77 / solvent_353,0.30 / 0.70,0.212428210 / 0.040176520
solvent_303 / solvent_728,0.30 / 0.70,-0.176819090 / -0.023481500
solvent_527 / solvent_760,0.30 / 0.70,0.966908290 / 0.149764590
solvent_344 / solvent_481,0.30 / 0.70,-0.417397190 / -0.093664650
solvent_627 / solvent_716,0.30 / 0.70,0.038314060 / -0.000298500
solvent_180 / solvent_280,0.30 / 0.70,-0.096127250 / -0.017863730
solvent_49 / solvent_263,0.30 / 0.70,-0.629182500 / -0.182499270
solvent_74 / solvent_280,0.30 / 0.70,0.782964300 / 0.309148290
solvent_657 / solvent_727,0.30 / 0.70,-0.005697710 / -0.001465910
solvent_213 / solvent_598,0.30 / 0.70,0.148017140 / 0.046170380
solvent_169 / solvent_411,0.30 / 0.70,0.120590670 / 0.029202210
solvent_166 / solvent_446,0.30 / 0.70,0.720108690 / 0.086402370
solvent_90 / solvent_553,0.30 / 0.70,0.374328900 / 0.030916880
solvent_131 / solvent_382,0.30 / 0.70,1.311490340 / 0.490743020
solvent_5 / solvent_519,0.30 / 0.70,-0.095231290 / -0.030880080
solvent_179 / solvent_674,0.30 / 0.70,0.126041160 / 0.017241550
solvent_186 / solvent_628,0.30 / 0.70,0.322799010 / 0.074077420
solvent_493 / solvent_727,0.30 / 0.70,0.347793340 / 0.109711270
solvent_547 / solvent_664,0.30 / 0.70,0.366681910 / 0.109528390
solvent_668 / solvent_705,0.30 / 0.70,0.148926210 / 0.146850310
solvent_117 / solvent_679,0.30 / 0.70,0.323575050 / 0.083141330
solvent_415 / solvent_664,0.30 / 0.70,0.285316300 / 0.054895640
solvent_694 / solvent_704,0.30 / 0.70,-0.120283190 / -0.031290890
solvent_127 / solvent_271,0.30 / 0.70,0.613252860 / 0.208115910
solvent_84 / solvent_155,0.30 / 0.70,0.001067380 / 0.020463410
solvent_498 / solvent_723,0.30 / 0.70,0.368917200 / 0.140051700
solvent_45 / solvent_773,0.30 / 0.70,0.020150150 / 0.007701820
solvent_226 / solvent_714,0.30 / 0.70,-0.012970610 / -0.000012100
solvent_279 / solvent_793,0.30 / 0.70,0.139891220 / -0.016471370
solvent_131 / solvent_655,0.30 / 0.70,0.452290530 / 0.129208090
solvent_123 / solvent_407,0.30 / 0.70,0.303480760 / 0.102691910
solvent_140 / solvent_430,0.30 / 0.70,0.099517380 / 0.006742230
solvent_253 / solvent_678,0.30 / 0.70,0.382238410 / 0.023573010
solvent_590 / solvent_713,0.30 / 0.70,0.156003460 / 0.020577190
solvent_194 / solvent_340,0.30 / 0.70,0.285971790 / 0.036325960
solvent_464 / solvent_612,0.30 / 0.70,0.215915330 / 0.037982200
solvent_338 / solvent_595,0.30 / 0.70,0.327612400 / 0.081096730
solvent_489 / solvent_495,0.30 / 0.70,0.183107200 / 0.053314090
solvent_25 / solvent_685,0.30 / 0.70,0.139713700 / 0.014158410
solvent_115 / solvent_183,0.30 / 0.70,1.035982710 / 0.167403960
solvent_794 / solvent_838,0.30 / 0.70,0.160487920 / 0.089013360
solvent_584 / solvent_660,0.30 / 0.70,-0.033954090 / -0.010166710
solvent_368 / solvent_630,0.30 / 0.70,0.112506940 / -0.010012980
solvent_664 / solvent_761,0.30 / 0.70,1.203564390 / 0.247524560
solvent_514 / solvent_588,0.30 / 0.70,0.321711540 / 0.014325670
solvent_258 / solvent_816,0.30 / 0.70,0.315310380 / 0.100560700
solvent_293 / solvent_809,0.30 / 0.70,0.206829240 / 0.024034750
solvent_515 / solvent_637,0.30 / 0.70,0.581204930 / 0.103206280
solvent_117 / solvent_527,0.30 / 0.70,0.682424190 / 0.188253260
solvent_160 / solvent_678,0.30 / 0.70,-0.415736850 / -0.126156460
solvent_72 / solvent_473,0.30 / 0.70,0.146087970 / 0.030509940
solvent_619 / solvent_807,0.30 / 0.70,0.380164120 / 0.130612930
solvent_115 / solvent_667,0.30 / 0.70,0.172898180 / 0.011692830
solvent_161 / solvent_468,0.30 / 0.70,0.070342460 / 0.011901310
solvent_604 / solvent_626,0.30 / 0.70,0.003878320 / 0.002159220
solvent_497 / solvent_828,0.30 / 0.70,0.324649700 / 0.145301420
solvent_239 / solvent_675,0.30 / 0.70,0.644902780 / 0.271916510
solvent_188 / solvent_313,0.30 / 0.70,0.119724360 / 0.008199240
solvent_439 / solvent_510,0.30 / 0.70,0.229368610 / 0.079827960
solvent_73 / solvent_777,0.30 / 0.70,-0.011718670 / -0.002747850
solvent_2 / solvent_431,0.30 / 0.70,0.267880780 / 0.017416710
solvent_412 / solvent_765,0.30 / 0.70,0.114652320 / 0.021776260
solvent_753 / solvent_814,0.30 / 0.70,0.002631330 / 0.008961150
solvent_265 / solvent_339,0.30 / 0.70,-0.192992680 / -0.058517850
solvent_651 / solvent_653,0.30 / 0.70,0.313383000 / 0.072641240
solvent_645 / solvent_797,0.30 / 0.70,0.396396270 / 0.033753360
solvent_229 / solvent_261,0.30 / 0.70,-0.164330360 / -0.020938340
solvent_605 / solvent_740,0.30 / 0.70,0.173477220 / 0.002770120
solvent_577 / solvent_619,0.30 / 0.70,0.060905810 / 0.027304070
solvent_15 / solvent_463,0.30 / 0.70,0.050269220 / 0.011027190
solvent_690 / solvent_762,0.30 / 0.70,-0.296719930 / -0.051595840
solvent_681 / solvent_723,0.30 / 0.70,0.225995440 / 0.047770970
solvent_95 / solvent_677,0.30 / 0.70,0.000543720 / 0.000088600
solvent_226 / solvent_452,0.30 / 0.70,0.323992300 / 0.110308180
solvent_691 / solvent_718,0.30 / 0.70,0.281877890 / 0.099614950
solvent_138 / solvent_570,0.30 / 0.70,0.764548210 / 0.059008270
solvent_7 / solvent_617,0.30 / 0.70,0.409927700 / 0.155986640
solvent_380 / solvent_500,0.30 / 0.70,0.199152070 / 0.040942830
solvent_54 / solvent_158,0.30 / 0.70,-0.122962810 / -0.024041100
solvent_255 / solvent_783,0.30 / 0.70,1.398356200 / 0.061175900
solvent_105 / solvent_343,0.30 / 0.70,0.487924750 / 0.138998300
solvent_513 / solvent_788,0.30 / 0.70,0.718686420 / 0.075382510
solvent_81 / solvent_195,0.30 / 0.70,0.012495410 / 0.001250600
solvent_701 / solvent_780,0.30 / 0.70,2.729473090 / 0.598452880
solvent_230 / solvent_375,0.30 / 0.70,-0.237128120 / -0.033802140
solvent_350 / solvent_652,0.30 / 0.70,0.001362620 / 0.000293360
solvent_182 / solvent_236,0.30 / 0.70,0.116343760 / 0.057767740
solvent_639 / solvent_735,0.30 / 0.70,-0.344617540 / -0.054339710
solvent_61 / solvent_169,0.30 / 0.70,0.001155370 / 0.000628500
solvent_387 / solvent_463,0.30 / 0.70,0.072589130 / 0.225003630
solvent_190 / solvent_396,0.30 / 0.70,-0.087212600 / 0.091497220
solvent_296 / solvent_450,0.30 / 0.70,0.093276250 / 0.010234610
solvent_665 / solvent_750,0.30 / 0.70,0.032546670 / 0.009315140
solvent_332 / solvent_815,0.30 / 0.70,0.379035510 / 0.038565270
solvent_113 / solvent_478,0.30 / 0.70,0.638074480 / 0.097260010
solvent_603 / solvent_700,0.30 / 0.70,0.349593440 / 0.129862950
solvent_135 / solvent_215,0.30 / 0.70,0.086977060 / 0.017059700
solvent_184 / solvent_797,0.30 / 0.70,0.247173990 / 0.007417490
solvent_540 / solvent_778,0.30 / 0.70,0.308141660 / 0.050147020
solvent_304 / solvent_450,0.30 / 0.70,0.409315170 / 0.063348900
solvent_345 / solvent_601,0.30 / 0.70,0.182550470 / 0.037166810
solvent_27 / solvent_315,0.30 / 0.70,0.280349020 / 0.071070590
solvent_45 / solvent_103,0.30 / 0.70,0.008789740 / 0.000482030
solvent_106 / solvent_583,0.30 / 0.70,0.461547350 / 0.119925060
solvent_504 / solvent_625,0.30 / 0.70,-0.035672080 / -0.005680740
solvent_63 / solvent_649,0.30 / 0.70,0.105229010 / 0.009714600
solvent_390 / solvent_726,0.30 / 0.70,0.245697640 / 0.199404790
solvent_584 / solvent_685,0.30 / 0.70,0.237947640 / 0.019366040
solvent_483 / solvent_617,0.30 / 0.70,0.113746080 / 0.061125910
solvent_136 / solvent_179,0.30 / 0.70,-0.086903980 / -0.006290740
solvent_201 / solvent_580,0.30 / 0.70,0.892106130 / 0.183262110
solvent_227 / solvent_656,0.30 / 0.70,0.917703540 / 0.277437030
solvent_96 / solvent_648,0.30 / 0.70,-0.328986010 / -0.062284630
solvent_342 / solvent_727,0.30 / 0.70,-0.001336380 / 0.000109960
solvent_582 / solvent_702,0.30 / 0.70,-0.180229240 / -0.015656760
solvent_429 / solvent_441,0.30 / 0.70,0.410339730 / 0.042200810
solvent_349 / solvent_750,0.30 / 0.70,0.176442240 / 0.030445490
solvent_112 / solvent_123,0.30 / 0.70,0.608825840 / 0.090670370
solvent_413 / solvent_616,0.30 / 0.70,0.804396550 / 0.317345610
solvent_406 / solvent_806,0.30 / 0.70,-0.018062240 / -0.004010340
solvent_122 / solvent_448,0.30 / 0.70,0.097440930 / 0.018887090
solvent_699 / solvent_741,0.30 / 0.70,0.613065530 / 0.070216230
solvent_413 / solvent_669,0.30 / 0.70,0.426118320 / 0.173114700
solvent_672 / solvent_783,0.30 / 0.70,-0.171033480 / -0.026304200
solvent_463 / solvent_814,0.30 / 0.70,0.025991640 / -0.001355340
solvent_331 / solvent_462,0.30 / 0.70,-0.306420910 / -0.029531460
solvent_14 / solvent_791,0.30 / 0.70,0.008806220 / 0.001349760
solvent_559 / solvent_761,0.30 / 0.70,0.463871290 / 0.151741120
solvent_138 / solvent_454,0.30 / 0.70,0.488718410 / 0.099307370
solvent_442 / solvent_745,0.30 / 0.70,0.020900340 / 0.003140970
solvent_215 / solvent_306,0.30 / 0.70,0.172313250 / 0.071557420
solvent_95 / solvent_232,0.30 / 0.70,1.035967640 / 0.257299800
solvent_804 / solvent_807,0.30 / 0.70,0.018059620 / 0.010672540
solvent_373 / solvent_789,0.30 / 0.70,0.084351760 / 0.021213610
solvent_23 / solvent_210,0.30 / 0.70,0.477091970 / 0.095200170
solvent_76 / solvent_796,0.30 / 0.70,0.445965410 / 0.076368690
solvent_180 / solvent_381,0.30 / 0.70,0.235430350 / 0.057862020
solvent_498 / solvent_561,0.30 / 0.70,0.305235130 / 0.104082730
solvent_583 / solvent_735,0.30 / 0.70,0.217932800 / 0.018362090
solvent_641 / solvent_711,0.30 / 0.70,-0.302561450 / -0.061882490
solvent_195 / solvent_540,0.30 / 0.70,0.482939990 / 0.205634130
solvent_217 / solvent_504,0.30 / 0.70,0.145030620 / 0.066272880
solvent_84 / solvent_341,0.30 / 0.70,-0.115817860 / -0.018756990
solvent_381 / solvent_536,0.30 / 0.70,-0.082773680 / -0.012966010
solvent_215 / solvent_591,0.30 / 0.70,-0.138686830 / -0.030843640
solvent_454 / solvent_742,0.30 / 0.70,0.037915510 / 0.018999710
solvent_89 / solvent_702,0.30 / 0.70,0.117003410 / 0.254566560
solvent_786 / solvent_815,0.30 / 0.70,1.013710470 / 0.126640660
solvent_68 / solvent_839,0.30 / 0.70,-0.085451840 / -0.033757390
solvent_619 / solvent_840,0.30 / 0.70,1.679762570 / 0.563518090
solvent_558 / solvent_674,0.30 / 0.70,0.245863050 / 0.031925800
solvent_165 / solvent_779,0.30 / 0.70,0.375997430 / 0.202433180
solvent_251 / solvent_637,0.30 / 0.70,-0.336347430 / -0.043537040
solvent_30 / solvent_782,0.30 / 0.70,0.009889540 / 0.001206390
solvent_661 / solvent_727,0.30 / 0.70,0.036768890 / 0.003966980
solvent_185 / solvent_416,0.30 / 0.70,0.216193980 / 0.031557640
solvent_24 / solvent_393,0.30 / 0.70,-0.436009220 / -0.026965640
solvent_142 / solvent_246,0.30 / 0.70,-0.045581510 / -0.008487310
solvent_381 / solvent_740,0.30 / 0.70,0.515910020 / 0.042609480
solvent_44 / solvent_702,0.30 / 0.70,0.826419260 / 0.679297450
solvent_173 / solvent_179,0.30 / 0.70,-0.050505660 / -0.026322610
solvent_252 / solvent_511,0.30 / 0.70,0.111245640 / 0.039628270
solvent_221 / solvent_619,0.30 / 0.70,-0.032105410 / -0.005056790
solvent_264 / solvent_824,0.30 / 0.70,-0.067505330 / -0.039381040
solvent_336 / solvent_499,0.30 / 0.70,0.382866080 / 0.073001730
solvent_406 / solvent_742,0.30 / 0.70,-0.011845460 / -0.002656530
solvent_236 / solvent_722,0.30 / 0.70,0.126220140 / 0.016173420
solvent_167 / solvent_553,0.30 / 0.70,-0.297432540 / -0.048886280
solvent_676 / solvent_685,0.30 / 0.70,0.032313790 / 0.002336000
solvent_55 / solvent_594,0.30 / 0.70,0.104620080 / 0.023821540
solvent_67 / solvent_350,0.30 / 0.70,0.057432630 / 0.002963890
solvent_212 / solvent_296,0.30 / 0.70,0.043082640 / 0.011324880
solvent_187 / solvent_527,0.30 / 0.70,0.717436090 / 0.113127610
solvent_587 / solvent_705,0.30 / 0.70,0.852909600 / 0.129085880
solvent_177 / solvent_501,0.30 / 0.70,0.211199590 / -0.013931130
solvent_516 / solvent_545,0.30 / 0.70,1.886815380 / 0.432067590
solvent_419 / solvent_830,0.30 / 0.70,0.221282140 / 0.028691380
solvent_152 / solvent_713,0.30 / 0.70,0.197874960 / 0.150362650
solvent_14 / solvent_765,0.30 / 0.70,-0.276537470 / -0.038525350
solvent_190 / solvent_564,0.30 / 0.70,0.103713080 / 0.053837860
solvent_288 / solvent_469,0.30 / 0.70,0.023453970 / -0.007518000
solvent_280 / solvent_636,0.30 / 0.70,-0.323223280 / -0.025789550
solvent_374 / solvent_561,0.30 / 0.70,0.164985490 / 0.022711040
solvent_449 / solvent_701,0.30 / 0.70,-0.325867640 / -0.037864650
solvent_82 / solvent_123,0.30 / 0.70,0.467965970 / 0.060193500
solvent_553 / solvent_649,0.30 / 0.70,0.035224020 / 0.009937800
solvent_409 / solvent_795,0.30 / 0.70,0.216097800 / 0.044087030
solvent_53 / solvent_839,0.30 / 0.70,-0.598633150 / -0.062627600
solvent_588 / solvent_767,0.30 / 0.70,-0.006267920 / -0.001109230
solvent_656 / solvent_716,0.30 / 0.70,0.000464160 / 0.000075000
solvent_28 / solvent_791,0.30 / 0.70,0.061456120 / 0.008691430
solvent_595 / solvent_638,0.30 / 0.70,0.032143030 / 0.004899810
solvent_681 / solvent_717,0.30 / 0.70,0.125677100 / 0.018071210
solvent_173 / solvent_457,0.30 / 0.70,0.593475600 / 0.094438310
solvent_297 / solvent_456,0.30 / 0.70,0.002039000 / -0.000152110
solvent_40 / solvent_417,0.30 / 0.70,-1.782223400 / -0.249422570
solvent_416 / solvent_431,0.30 / 0.70,0.372433850 / 0.101624350
solvent_12 / solvent_700,0.30 / 0.70,0.215911910 / 0.031652630
solvent_118 / solvent_772,0.30 / 0.70,0.024744200 / 0.009784580
solvent_133 / solvent_582,0.30 / 0.70,0.214577460 / 0.069929950
solvent_564 / solvent_629,0.30 / 0.70,0.139293280 / 0.020699100
solvent_36 / solvent_770,0.30 / 0.70,-0.113938400 / -0.025426360
solvent_103 / solvent_712,0.30 / 0.70,0.114372270 / 0.051006830
solvent_61 / solvent_649,0.30 / 0.70,-0.078276440 / -0.009271560
solvent_49 / solvent_138,0.30 / 0.70,-0.047224170 / -0.006297890
solvent_63 / solvent_704,0.30 / 0.70,0.105782220 / 0.014367910
solvent_370 / solvent_760,0.30 / 0.70,0.505671600 / 0.040957580
solvent_314 / solvent_483,0.30 / 0.70,-0.224217680 / -0.021227920
solvent_234 / solvent_768,0.30 / 0.70,0.845635890 / 0.327764680
solvent_5 / solvent_373,0.30 / 0.70,-0.308980120 / -0.047902380
solvent_353 / solvent_654,0.30 / 0.70,0.154479230 / 0.016609860
solvent_639 / solvent_697,0.30 / 0.70,-0.079390930 / -0.016356750
solvent_229 / solvent_464,0.30 / 0.70,-0.205533790 / -0.028236840
solvent_109 / solvent_621,0.30 / 0.70,-0.031429890 / -0.012330750
solvent_41 / solvent_674,0.30 / 0.70,-0.013198070 / 0.002547210
solvent_734 / solvent_811,0.30 / 0.70,0.017603430 / 0.004944960
solvent_374 / solvent_831,0.30 / 0.70,0.099566890 / 0.031242770
solvent_27 / solvent_257,0.30 / 0.70,-0.000438500 / 0.002307740
solvent_425 / solvent_770,0.30 / 0.70,1.100399290 / 0.274313940
solvent_621 / solvent_820,0.30 / 0.70,0.082069470 / 0.008442040
solvent_805 / solvent_811,0.30 / 0.70,0.267390740 / 0.044876350
solvent_586 / solvent_746,0.30 / 0.70,-0.567212490 / -0.085074240
