solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_406 / solvent_32 / solvent_560,0.15 / 0.15 / 0.70,298.15,0.014350750 / 0.133263420 / 0.012197300,cosmo
solvent_542 / solvent_229 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.002386160 / 1.085314300 / 0.044061880,cosmo
solvent_439 / solvent_585 / solvent_710,0.15 / 0.15 / 0.70,298.15,-0.01397918 / 0.03697795 / -0.0025423,cosmo
solvent_57 / solvent_539 / solvent_696,0.15 / 0.15 / 0.70,298.15,-0.19276813 / -0.04912742 / -0.00685905,cosmo
solvent_484 / solvent_510 / solvent_88,0.15 / 0.15 / 0.70,298.15,-0.23321452 / -0.01466315 / 0.07159503,cosmo
solvent_316 / solvent_586 / solvent_638,0.15 / 0.15 / 0.70,298.15,0.942147060 / 1.052707330 / 0.056575980,cosmo
solvent_362 / solvent_420 / solvent_707,0.15 / 0.15 / 0.70,298.15,-0.18945229 / 0.26931413 / 0.02605267,cosmo
solvent_664 / solvent_42 / solvent_721,0.15 / 0.15 / 0.70,298.15,-0.29696117 / 0.12947164 / -0.03363309,cosmo
solvent_562 / solvent_717 / solvent_761,0.15 / 0.15 / 0.70,298.15,0.359107480 / 0.237249500 / 0.053167390,cosmo
solvent_516 / solvent_594 / solvent_797,0.15 / 0.15 / 0.70,298.15,-1.36690408 / -5.27395643 / 0.11234209,cosmo
solvent_426 / solvent_162 / solvent_590,0.15 / 0.15 / 0.70,298.15,0.463265940 / 1.540222110 / 0.137407990,cosmo
solvent_357 / solvent_743 / solvent_784,0.15 / 0.15 / 0.70,298.15,1.063960590 / 0.244616910 / 0.007925600,cosmo
solvent_301 / solvent_28 / solvent_721,0.15 / 0.15 / 0.70,298.15,0.258108120 / -0.072119270 / -0.004524870,cosmo
solvent_32 / solvent_658 / solvent_684,0.15 / 0.15 / 0.70,298.15,-0.65096618 / 0.86382817 / 0.14989764,cosmo
solvent_182 / solvent_381 / solvent_770,0.15 / 0.15 / 0.70,298.15,-0.21511452 / 0.07280556 / -0.04017914,cosmo
solvent_98 / solvent_500 / solvent_766,0.15 / 0.15 / 0.70,298.15,-0.03952023 / 0.30891868 / 0.04773074,cosmo
solvent_537 / solvent_715 / solvent_776,0.15 / 0.15 / 0.70,298.15,0.042839090 / 0.451482670 / 0.022830910,cosmo
solvent_344 / solvent_379 / solvent_462,0.15 / 0.15 / 0.70,298.15,1.237085420 / 0.126042900 / 0.135159340,cosmo
solvent_15 / solvent_236 / solvent_512,0.15 / 0.15 / 0.70,298.15,1.037908650 / 1.148247960 / 0.071325150,cosmo
solvent_675 / solvent_737 / solvent_762,0.15 / 0.15 / 0.70,298.15,-0.001583 / 0.49778499 / 0.02932038,cosmo
solvent_338 / solvent_407 / solvent_493,0.15 / 0.15 / 0.70,298.15,-1.32083146 / -1.09981863 / 0.07000918,cosmo
solvent_49 / solvent_494 / solvent_495,0.15 / 0.15 / 0.70,298.15,1.199404220 / 0.133029460 / 0.055478860,cosmo
solvent_504 / solvent_251 / solvent_789,0.15 / 0.15 / 0.70,298.15,0.796679760 / 0.323707810 / 0.102779970,cosmo
solvent_444 / solvent_511 / solvent_53,0.15 / 0.15 / 0.70,298.15,-0.28802019 / 0.03853477 / -0.01126795,cosmo
solvent_480 / solvent_587 / solvent_601,0.15 / 0.15 / 0.70,298.15,0.090984380 / -0.381812120 / -0.001197070,cosmo
solvent_27 / solvent_493 / solvent_63,0.15 / 0.15 / 0.70,298.15,-0.02621831 / 0.76048574 / 0.01427053,cosmo
solvent_573 / solvent_595 / solvent_765,0.15 / 0.15 / 0.70,298.15,0.238865530 / -0.388697940 / 0.021642160,cosmo
solvent_251 / solvent_87 / solvent_706,0.15 / 0.15 / 0.70,298.15,0.349197270 / -0.055606390 / -0.004816240,cosmo
solvent_380 / solvent_58 / solvent_686,0.15 / 0.15 / 0.70,298.15,0.252834140 / 1.181221880 / 0.057793910,cosmo
solvent_79 / solvent_522 / solvent_36,0.15 / 0.15 / 0.70,298.15,0.844008020 / 0.572887030 / 0.328603610,cosmo
solvent_366 / solvent_426 / solvent_8,0.15 / 0.15 / 0.70,298.15,0.315351510 / -0.015178540 / 0.011500450,cosmo
solvent_278 / solvent_93 / solvent_644,0.15 / 0.15 / 0.70,298.15,-0.48886306 / 0.48910295 / -0.01793183,cosmo
solvent_22 / solvent_425 / solvent_454,0.15 / 0.15 / 0.70,298.15,0.948953270 / -0.172420830 / 0.017287810,cosmo
solvent_306 / solvent_351 / solvent_715,0.15 / 0.15 / 0.70,298.15,-0.00899025 / 0.12667312 / 0.01358915,cosmo
solvent_380 / solvent_668 / solvent_764,0.15 / 0.15 / 0.70,298.15,-0.20108088 / 0.31883151 / 0.01730269,cosmo
solvent_571 / solvent_622 / solvent_737,0.15 / 0.15 / 0.70,298.15,0.454160460 / 0.082494780 / 0.056408800,cosmo
solvent_32 / solvent_80 / solvent_137,0.15 / 0.15 / 0.70,298.15,0.917885330 / 0.278360320 / 0.081703350,cosmo
solvent_318 / solvent_81 / solvent_732,0.15 / 0.15 / 0.70,298.15,-0.10588921 / -0.18150782 / -0.01664087,cosmo
solvent_519 / solvent_617 / solvent_625,0.15 / 0.15 / 0.70,298.15,0.202880350 / 0.169647830 / 0.020300780,cosmo
solvent_317 / solvent_23 / solvent_716,0.15 / 0.15 / 0.70,298.15,0.302926040 / 1.233567730 / 0.071775820,cosmo
solvent_108 / solvent_523 / solvent_39,0.15 / 0.15 / 0.70,298.15,0.106937110 / -0.099071600 / 0.015397470,cosmo
solvent_338 / solvent_412 / solvent_473,0.15 / 0.15 / 0.70,298.15,-1.20101176 / 0.08602863 / -0.03267788,cosmo
solvent_420 / solvent_496 / solvent_610,0.15 / 0.15 / 0.70,298.15,-0.32795603 / 0.19823566 / -0.00943967,cosmo
solvent_436 / solvent_136 / solvent_792,0.15 / 0.15 / 0.70,298.15,0.063221050 / 0.945663330 / 0.028498820,cosmo
solvent_473 / solvent_121 / solvent_712,0.15 / 0.15 / 0.70,298.15,-0.24667774 / 0.2863782 / -0.00986549,cosmo
solvent_381 / solvent_660 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.480311540 / -0.358498280 / 0.033176290,cosmo
solvent_489 / solvent_593 / solvent_44,0.15 / 0.15 / 0.70,298.15,0.133604060 / 0.750075930 / 0.028351190,cosmo
solvent_271 / solvent_298 / solvent_777,0.15 / 0.15 / 0.70,298.15,0.105081540 / 0.072391270 / 0.017625540,cosmo
solvent_510 / solvent_19 / solvent_668,0.15 / 0.15 / 0.70,298.15,-0.95435873 / 1.37796269 / 0.00500469,cosmo
solvent_644 / solvent_741 / solvent_754,0.15 / 0.15 / 0.70,298.15,0.186781700 / 0.239174220 / 0.033021640,cosmo
solvent_304 / solvent_400 / solvent_63,0.15 / 0.15 / 0.70,298.15,0.744500410 / 0.554461840 / 0.107537300,cosmo
solvent_28 / solvent_438 / solvent_494,0.15 / 0.15 / 0.70,298.15,0.251402740 / 0.165996720 / 0.106107730,cosmo
solvent_430 / solvent_742 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.245842990 / 1.600651160 / 0.178577080,cosmo
solvent_119 / solvent_5 / solvent_713,0.15 / 0.15 / 0.70,298.15,0.290311320 / 1.025639450 / 0.054709570,cosmo
solvent_263 / solvent_487 / solvent_87,0.15 / 0.15 / 0.70,298.15,0.229377980 / -0.834327810 / -0.011853320,cosmo
solvent_479 / solvent_695 / solvent_796,0.15 / 0.15 / 0.70,298.15,0.211726390 / 1.595307640 / 0.206509050,cosmo
solvent_297 / solvent_36 / solvent_619,0.15 / 0.15 / 0.70,298.15,-0.02378297 / 1.42897042 / 0.10765109,cosmo
solvent_285 / solvent_91 / solvent_653,0.15 / 0.15 / 0.70,298.15,0.240402440 / 0.143576730 / 0.020528930,cosmo
solvent_340 / solvent_179 / solvent_191,0.15 / 0.15 / 0.70,298.15,0.968796610 / -0.283250130 / 0.141270920,cosmo
solvent_496 / solvent_175 / solvent_680,0.15 / 0.15 / 0.70,298.15,0.707009780 / -0.224081470 / 0.027723310,cosmo
solvent_121 / solvent_54 / solvent_690,0.15 / 0.15 / 0.70,298.15,0.189567690 / 1.486683840 / 0.052234730,cosmo
solvent_368 / solvent_699 / solvent_771,0.15 / 0.15 / 0.70,298.15,0.525749150 / -0.084013290 / 0.082177250,cosmo
solvent_142 / solvent_636 / solvent_7,0.15 / 0.15 / 0.70,298.15,1.908832310 / -2.934315860 / 0.296318380,cosmo
solvent_516 / solvent_621 / solvent_732,0.15 / 0.15 / 0.70,298.15,-1.21811306 / -0.8232061 / 0.01386908,cosmo
solvent_768 / solvent_779 / solvent_783,0.15 / 0.15 / 0.70,298.15,-0.05384708 / 0.00360989 / 0.0029914,cosmo
solvent_269 / solvent_309 / solvent_341,0.15 / 0.15 / 0.70,298.15,-0.01444674 / 0.12958641 / 0.01358987,cosmo
solvent_635 / solvent_197 / solvent_191,0.15 / 0.15 / 0.70,298.15,1.567366620 / 0.531121730 / 0.109949380,cosmo
solvent_480 / solvent_489 / solvent_766,0.15 / 0.15 / 0.70,298.15,-0.04960866 / 1.02489608 / 0.03598791,cosmo
solvent_408 / solvent_30 / solvent_676,0.15 / 0.15 / 0.70,298.15,-0.68515308 / 0.20669404 / -0.03911639,cosmo
solvent_374 / solvent_631 / solvent_754,0.15 / 0.15 / 0.70,298.15,-0.01362075 / 0.17320883 / -0.00406259,cosmo
solvent_143 / solvent_496 / solvent_16,0.15 / 0.15 / 0.70,298.15,0.896704750 / 2.399777330 / 0.549083910,cosmo
solvent_79 / solvent_554 / solvent_726,0.15 / 0.15 / 0.70,298.15,-0.50608315 / 0.33086669 / -0.03494662,cosmo
solvent_512 / solvent_686 / solvent_776,0.15 / 0.15 / 0.70,298.15,0.453974180 / 0.150511960 / 0.039386090,cosmo
solvent_438 / solvent_565 / solvent_612,0.15 / 0.15 / 0.70,298.15,-0.72159143 / 0.54142224 / -0.01031421,cosmo
solvent_306 / solvent_389 / solvent_123,0.15 / 0.15 / 0.70,298.15,0.341520030 / 1.492958630 / 0.172613360,cosmo
solvent_295 / solvent_143 / solvent_443,0.15 / 0.15 / 0.70,298.15,-0.24423313 / -0.25521982 / -0.04661083,cosmo
solvent_463 / solvent_580 / solvent_761,0.15 / 0.15 / 0.70,298.15,-0.15061158 / 0.42243898 / 0.05085888,cosmo
solvent_282 / solvent_310 / solvent_63,0.15 / 0.15 / 0.70,298.15,0.721029610 / 0.625503610 / 0.082162770,cosmo
solvent_564 / solvent_203 / solvent_644,0.15 / 0.15 / 0.70,298.15,0.399040840 / -0.151255710 / 0.089410270,cosmo
solvent_536 / solvent_656 / solvent_703,0.15 / 0.15 / 0.70,298.15,0.511597210 / -0.492723210 / 0.017639000,cosmo
solvent_554 / solvent_619 / solvent_686,0.15 / 0.15 / 0.70,298.15,-0.11557695 / -0.04330906 / -0.01437998,cosmo
solvent_457 / solvent_602 / solvent_782,0.15 / 0.15 / 0.70,298.15,0.178857190 / -0.317372000 / -0.013265950,cosmo
solvent_513 / solvent_666 / solvent_56,0.15 / 0.15 / 0.70,298.15,0.308753590 / 0.099264730 / -0.001387060,cosmo
solvent_396 / solvent_606 / solvent_763,0.15 / 0.15 / 0.70,298.15,0.492740650 / 0.041770200 / 0.029415520,cosmo
solvent_498 / solvent_12 / solvent_786,0.15 / 0.15 / 0.70,298.15,1.704345190 / -0.086718340 / 0.177565900,cosmo
solvent_300 / solvent_331 / solvent_533,0.15 / 0.15 / 0.70,298.15,0.029856500 / 0.114457520 / -0.012723760,cosmo
solvent_102 / solvent_347 / solvent_509,0.15 / 0.15 / 0.70,298.15,1.995529190 / 1.136806150 / 0.256662690,cosmo
solvent_275 / solvent_349 / solvent_743,0.15 / 0.15 / 0.70,298.15,0.311273180 / -0.040313830 / -0.021585100,cosmo
solvent_412 / solvent_546 / solvent_566,0.15 / 0.15 / 0.70,298.15,0.032154480 / 0.614206570 / 0.087795160,cosmo
solvent_211 / solvent_731 / solvent_191,0.15 / 0.15 / 0.70,298.15,0.148205250 / 0.741555830 / 0.098716190,cosmo
solvent_213 / solvent_682 / solvent_747,0.15 / 0.15 / 0.70,298.15,-0.22974075 / -0.10265008 / -0.04978685,cosmo
solvent_102 / solvent_356 / solvent_685,0.15 / 0.15 / 0.70,298.15,0.194087470 / 0.647419810 / 0.096433130,cosmo
solvent_440 / solvent_520 / solvent_767,0.15 / 0.15 / 0.70,298.15,-2.96876414 / -1.48316537 / -0.50261095,cosmo
solvent_320 / solvent_453 / solvent_96,0.15 / 0.15 / 0.70,298.15,-0.17754689 / -0.01682303 / -0.00591575,cosmo
solvent_80 / solvent_739 / solvent_746,0.15 / 0.15 / 0.70,298.15,0.427476090 / -0.062117220 / -0.012264550,cosmo
solvent_372 / solvent_651 / solvent_229,0.15 / 0.15 / 0.70,298.15,0.386603590 / 0.347604090 / 0.088339220,cosmo
solvent_296 / solvent_471 / solvent_789,0.15 / 0.15 / 0.70,298.15,0.334646530 / 0.345338680 / 0.112744160,cosmo
solvent_302 / solvent_179 / solvent_497,0.15 / 0.15 / 0.70,298.15,0.117503120 / -0.121594910 / 0.015332110,cosmo
solvent_332 / solvent_646 / solvent_669,0.15 / 0.15 / 0.70,298.15,-0.36613666 / 0.11384803 / -0.00847258,cosmo
solvent_311 / solvent_583 / solvent_747,0.15 / 0.15 / 0.70,298.15,0.596253850 / 0.080514730 / 0.067835150,cosmo
solvent_363 / solvent_732 / solvent_736,0.15 / 0.15 / 0.70,298.15,0.829300850 / -1.146167490 / -0.061110440,cosmo
solvent_313 / solvent_81 / solvent_705,0.15 / 0.15 / 0.70,298.15,0.614266930 / -0.120680330 / 0.022706440,cosmo
solvent_389 / solvent_581 / solvent_117,0.15 / 0.15 / 0.70,298.15,0.158530640 / -0.091513450 / 0.005985550,cosmo
solvent_308 / solvent_593 / solvent_735,0.15 / 0.15 / 0.70,298.15,0.631101300 / 1.956690960 / 0.187790670,cosmo
solvent_289 / solvent_74 / solvent_433,0.15 / 0.15 / 0.70,298.15,-0.10851987 / 0.28867036 / -0.01637968,cosmo
solvent_459 / solvent_109 / solvent_12,0.15 / 0.15 / 0.70,298.15,-0.17393787 / -0.01118786 / -0.0231301,cosmo
solvent_30 / solvent_568 / solvent_747,0.15 / 0.15 / 0.70,298.15,0.825988060 / -0.054380010 / 0.044680170,cosmo
solvent_418 / solvent_604 / solvent_614,0.15 / 0.15 / 0.70,298.15,0.095482700 / -0.598666850 / -0.146142250,cosmo
solvent_204 / solvent_447 / solvent_581,0.15 / 0.15 / 0.70,298.15,0.408266690 / -0.319857030 / -0.005481650,cosmo
solvent_279 / solvent_308 / solvent_571,0.15 / 0.15 / 0.70,298.15,0.512821980 / 0.767912440 / 0.078966140,cosmo
solvent_46 / solvent_631 / solvent_741,0.15 / 0.15 / 0.70,298.15,0.332089850 / 0.572162030 / 0.003981930,cosmo
solvent_523 / solvent_606 / solvent_771,0.15 / 0.15 / 0.70,298.15,0.003626530 / 0.020018270 / 0.001601400,cosmo
solvent_384 / solvent_411 / solvent_645,0.15 / 0.15 / 0.70,298.15,0.922976710 / 0.911217290 / 0.059063680,cosmo
solvent_63 / solvent_383 / solvent_526,0.15 / 0.15 / 0.70,298.15,-0.66490002 / -1.29502626 / -0.10816021,cosmo
solvent_303 / solvent_63 / solvent_175,0.15 / 0.15 / 0.70,298.15,0.046883390 / 0.532389380 / -0.001574990,cosmo
solvent_280 / solvent_555 / solvent_556,0.15 / 0.15 / 0.70,298.15,0.258858430 / 0.151191830 / 0.031145060,cosmo
solvent_563 / solvent_781 / solvent_191,0.15 / 0.15 / 0.70,298.15,1.814371630 / -0.116962920 / 0.093093330,cosmo
solvent_270 / solvent_536 / solvent_743,0.15 / 0.15 / 0.70,298.15,0.560357950 / -0.111426060 / 0.006990830,cosmo
solvent_364 / solvent_527 / solvent_5,0.15 / 0.15 / 0.70,298.15,0.336157780 / -0.095414850 / 0.143101570,cosmo
solvent_142 / solvent_745 / solvent_760,0.15 / 0.15 / 0.70,298.15,-7.74361591 / 0.36044922 / -0.21034212,cosmo
solvent_440 / solvent_608 / solvent_760,0.15 / 0.15 / 0.70,298.15,-2.64420267 / -3.08790744 / -0.70517986,cosmo
solvent_598 / solvent_611 / solvent_615,0.15 / 0.15 / 0.70,298.15,-1.16253508 / -0.00395777 / -0.04053894,cosmo
solvent_388 / solvent_539 / solvent_542,0.15 / 0.15 / 0.70,298.15,-0.00560402 / -0.13361369 / -0.0022777,cosmo
solvent_284 / solvent_337 / solvent_467,0.15 / 0.15 / 0.70,298.15,0.065072440 / 0.110851880 / 0.006419130,cosmo
solvent_431 / solvent_43 / solvent_96,0.15 / 0.15 / 0.70,298.15,-0.30838836 / -0.43411936 / -0.03298598,cosmo
solvent_281 / solvent_300 / solvent_774,0.15 / 0.15 / 0.70,298.15,-0.27603176 / 0.11999568 / -0.00775262,cosmo
solvent_565 / solvent_685 / solvent_758,0.15 / 0.15 / 0.70,298.15,1.987272350 / 0.202042820 / 0.145139420,cosmo
solvent_211 / solvent_568 / solvent_762,0.15 / 0.15 / 0.70,298.15,0.130798350 / -0.459545050 / -0.007757390,cosmo
solvent_546 / solvent_123 / solvent_2,0.15 / 0.15 / 0.70,298.15,2.584119100 / 0.176915730 / 0.142124940,cosmo
solvent_198 / solvent_563 / solvent_581,0.15 / 0.15 / 0.70,298.15,-0.83404331 / 0.57719646 / -0.01584502,cosmo
solvent_303 / solvent_344 / solvent_703,0.15 / 0.15 / 0.70,298.15,0.190373880 / 0.682167660 / 0.075319490,cosmo
solvent_282 / solvent_481 / solvent_601,0.15 / 0.15 / 0.70,298.15,-0.14673621 / 0.29390796 / -0.01018688,cosmo
solvent_387 / solvent_54 / solvent_792,0.15 / 0.15 / 0.70,298.15,-0.55025553 / 1.06962433 / 0.05341156,cosmo
solvent_369 / solvent_237 / solvent_795,0.15 / 0.15 / 0.70,298.15,0.084716980 / -0.976352960 / -0.058903480,cosmo
solvent_623 / solvent_658 / solvent_767,0.15 / 0.15 / 0.70,298.15,-2.54144509 / 1.58451637 / -0.03000368,cosmo
solvent_366 / solvent_674 / solvent_700,0.15 / 0.15 / 0.70,298.15,0.166466990 / 0.231202040 / -0.003638230,cosmo
solvent_304 / solvent_473 / solvent_599,0.15 / 0.15 / 0.70,298.15,0.025759780 / -0.416432930 / -0.019948440,cosmo
solvent_352 / solvent_109 / solvent_34,0.15 / 0.15 / 0.70,298.15,0.187174290 / 0.040114750 / 0.008820760,cosmo
solvent_272 / solvent_765 / solvent_191,0.15 / 0.15 / 0.70,298.15,-0.06610113 / 1.14179352 / 0.10338967,cosmo
solvent_74 / solvent_622 / solvent_697,0.15 / 0.15 / 0.70,298.15,1.214326610 / 0.068095290 / 0.089599260,cosmo
solvent_369 / solvent_1 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.171558770 / 1.279070960 / 0.118444080,cosmo
solvent_361 / solvent_417 / solvent_593,0.15 / 0.15 / 0.70,298.15,0.791210820 / 0.892173140 / 0.153267800,cosmo
solvent_351 / solvent_486 / solvent_562,0.15 / 0.15 / 0.70,298.15,-0.01986523 / -0.02812311 / -0.00319329,cosmo
solvent_182 / solvent_372 / solvent_495,0.15 / 0.15 / 0.70,298.15,-0.14100189 / -0.12141424 / -0.00086196,cosmo
solvent_351 / solvent_690 / solvent_89,0.15 / 0.15 / 0.70,298.15,0.397772180 / 0.110265320 / 0.054399220,cosmo
solvent_431 / solvent_52 / solvent_668,0.15 / 0.15 / 0.70,298.15,-0.08141574 / 0.01893224 / -0.04606399,cosmo
solvent_388 / solvent_518 / solvent_661,0.15 / 0.15 / 0.70,298.15,0.047502160 / 0.125654130 / 0.012346400,cosmo
solvent_84 / solvent_467 / solvent_687,0.15 / 0.15 / 0.70,298.15,1.460236250 / 0.373299040 / 0.182519350,cosmo
solvent_412 / solvent_555 / solvent_723,0.15 / 0.15 / 0.70,298.15,0.515313330 / 0.070921440 / 0.058839740,cosmo
solvent_300 / solvent_185 / solvent_731,0.15 / 0.15 / 0.70,298.15,0.385141820 / 0.285537240 / 0.024583590,cosmo
solvent_511 / solvent_584 / solvent_763,0.15 / 0.15 / 0.70,298.15,0.205707450 / 0.231466780 / 0.007442810,cosmo
solvent_404 / solvent_627 / solvent_44,0.15 / 0.15 / 0.70,298.15,0.188699600 / 0.241702080 / 0.089895540,cosmo
solvent_317 / solvent_368 / solvent_58,0.15 / 0.15 / 0.70,298.15,0.617346680 / -1.897267590 / 0.344928990,cosmo
solvent_355 / solvent_360 / solvent_636,0.15 / 0.15 / 0.70,298.15,-0.64201389 / 0.35924496 / -0.02217196,cosmo
solvent_663 / solvent_697 / solvent_748,0.15 / 0.15 / 0.70,298.15,-0.03610908 / -0.13958829 / 0.00167681,cosmo
solvent_198 / solvent_524 / solvent_778,0.15 / 0.15 / 0.70,298.15,-0.02346109 / -0.5916127 / -0.00383143,cosmo
solvent_322 / solvent_484 / solvent_703,0.15 / 0.15 / 0.70,298.15,-0.56766006 / -0.86408065 / 0.18197523,cosmo
solvent_345 / solvent_582 / solvent_748,0.15 / 0.15 / 0.70,298.15,-1.19176352 / 0.13880548 / -0.04131859,cosmo
solvent_387 / solvent_556 / solvent_658,0.15 / 0.15 / 0.70,298.15,0.376225470 / 0.367734610 / 0.083820110,cosmo
solvent_450 / solvent_592 / solvent_763,0.15 / 0.15 / 0.70,298.15,0.892516780 / 0.932824670 / 0.034734780,cosmo
solvent_267 / solvent_276 / solvent_639,0.15 / 0.15 / 0.70,298.15,-0.37603729 / 0.80220608 / 0.02551256,cosmo
solvent_416 / solvent_614 / solvent_216,0.15 / 0.15 / 0.70,298.15,0.047141930 / 0.187550920 / -0.026639540,cosmo
solvent_380 / solvent_164 / solvent_730,0.15 / 0.15 / 0.70,298.15,0.010019630 / -0.186262320 / -0.016481450,cosmo
solvent_394 / solvent_543 / solvent_564,0.15 / 0.15 / 0.70,298.15,1.638700510 / -2.909415930 / 0.053951610,cosmo
solvent_1 / solvent_731 / solvent_738,0.15 / 0.15 / 0.70,298.15,-0.46847267 / -0.34776633 / -0.13244481,cosmo
solvent_583 / solvent_587 / solvent_72,0.15 / 0.15 / 0.70,298.15,1.157321100 / 0.484844680 / 0.051398970,cosmo
solvent_301 / solvent_463 / solvent_651,0.15 / 0.15 / 0.70,298.15,0.171282410 / -0.017925320 / -0.010911110,cosmo
solvent_84 / solvent_108 / solvent_26,0.15 / 0.15 / 0.70,298.15,-0.33639213 / 2.3425917 / 0.10930344,cosmo
solvent_301 / solvent_446 / solvent_758,0.15 / 0.15 / 0.70,298.15,0.311079430 / 0.115911750 / 0.022482610,cosmo
solvent_553 / solvent_667 / solvent_737,0.15 / 0.15 / 0.70,298.15,-0.01938876 / -0.44032239 / -0.03094518,cosmo
solvent_332 / solvent_4 / solvent_123,0.15 / 0.15 / 0.70,298.15,0.337699090 / 0.013673390 / 0.018097580,cosmo
solvent_434 / solvent_599 / solvent_6,0.15 / 0.15 / 0.70,298.15,-0.0062721 / -0.24588191 / -0.00703008,cosmo
solvent_317 / solvent_357 / solvent_460,0.15 / 0.15 / 0.70,298.15,0.621487220 / 1.511478490 / 0.171448210,cosmo
solvent_397 / solvent_677 / solvent_683,0.15 / 0.15 / 0.70,298.15,0.163591940 / -0.407032040 / -0.001882210,cosmo
solvent_293 / solvent_250 / solvent_741,0.15 / 0.15 / 0.70,298.15,1.149928230 / 0.885121510 / -0.025525210,cosmo
solvent_192 / solvent_458 / solvent_479,0.15 / 0.15 / 0.70,298.15,-0.00029872 / 0.08578601 / 0.04281581,cosmo
solvent_476 / solvent_657 / solvent_787,0.15 / 0.15 / 0.70,298.15,-0.07931851 / -0.04752323 / 0.00679431,cosmo
solvent_22 / solvent_487 / solvent_777,0.15 / 0.15 / 0.70,298.15,0.837253830 / -0.062405830 / 0.059597980,cosmo
solvent_18 / solvent_463 / solvent_693,0.15 / 0.15 / 0.70,298.15,-0.04667833 / 0.34333765 / 0.01026248,cosmo
solvent_283 / solvent_563 / solvent_626,0.15 / 0.15 / 0.70,298.15,1.173123020 / 1.032898190 / 0.118805270,cosmo
solvent_401 / solvent_185 / solvent_52,0.15 / 0.15 / 0.70,298.15,0.869478190 / -0.580312590 / 0.201384990,cosmo
solvent_295 / solvent_351 / solvent_119,0.15 / 0.15 / 0.70,298.15,0.282535930 / 0.113597420 / 0.043753180,cosmo
solvent_536 / solvent_547 / solvent_658,0.15 / 0.15 / 0.70,298.15,-0.53362899 / 0.46965064 / 0.01561519,cosmo
solvent_540 / solvent_676 / solvent_703,0.15 / 0.15 / 0.70,298.15,-0.02665988 / -0.06310954 / -0.02536994,cosmo
solvent_451 / solvent_641 / solvent_779,0.15 / 0.15 / 0.70,298.15,-0.05662471 / 0.40201668 / 0.01859037,cosmo
solvent_366 / solvent_457 / solvent_744,0.15 / 0.15 / 0.70,298.15,-0.31679043 / 0.51676715 / -0.00920636,cosmo
solvent_307 / solvent_203 / solvent_591,0.15 / 0.15 / 0.70,298.15,0.110537950 / 0.174686100 / 0.005551330,cosmo
solvent_198 / solvent_706 / solvent_729,0.15 / 0.15 / 0.70,298.15,-0.43714865 / 0.80973613 / -0.0167615,cosmo
solvent_350 / solvent_603 / solvent_699,0.15 / 0.15 / 0.70,298.15,0.048637020 / 0.073376340 / 0.003767010,cosmo
solvent_372 / solvent_403 / solvent_464,0.15 / 0.15 / 0.70,298.15,0.158846180 / 0.680171890 / 0.075846540,cosmo
solvent_17 / solvent_403 / solvent_678,0.15 / 0.15 / 0.70,298.15,0.867798470 / 0.257760210 / 0.184824000,cosmo
solvent_468 / solvent_482 / solvent_91,0.15 / 0.15 / 0.70,298.15,0.140638150 / -0.073420090 / -0.014890720,cosmo
solvent_49 / solvent_648 / solvent_762,0.15 / 0.15 / 0.70,298.15,0.523839380 / 0.794884970 / 0.003964350,cosmo
solvent_164 / solvent_513 / solvent_583,0.15 / 0.15 / 0.70,298.15,0.601568790 / -0.102973670 / 0.116853280,cosmo
solvent_650 / solvent_56 / solvent_103,0.15 / 0.15 / 0.70,298.15,0.004751790 / -0.067058220 / -0.004382150,cosmo
solvent_347 / solvent_387 / solvent_511,0.15 / 0.15 / 0.70,298.15,0.052086400 / -0.266212900 / 0.020975250,cosmo
solvent_375 / solvent_409 / solvent_611,0.15 / 0.15 / 0.70,298.15,0.394392370 / -0.093725370 / 0.041005800,cosmo
solvent_286 / solvent_553 / solvent_756,0.15 / 0.15 / 0.70,298.15,1.452580060 / 2.036393850 / 0.263292490,cosmo
solvent_325 / solvent_43 / solvent_685,0.15 / 0.15 / 0.70,298.15,0.055670760 / -0.364467650 / 0.000434210,cosmo
solvent_327 / solvent_612 / solvent_658,0.15 / 0.15 / 0.70,298.15,1.250843860 / -1.373819990 / 0.119243460,cosmo
solvent_588 / solvent_607 / solvent_635,0.15 / 0.15 / 0.70,298.15,1.005987850 / -5.385139890 / -0.019578810,cosmo
solvent_355 / solvent_57 / solvent_693,0.15 / 0.15 / 0.70,298.15,1.187686540 / -0.214873110 / 0.111048490,cosmo
solvent_213 / solvent_518 / solvent_109,0.15 / 0.15 / 0.70,298.15,0.000360050 / -0.050009060 / -0.001915600,cosmo
solvent_396 / solvent_400 / solvent_484,0.15 / 0.15 / 0.70,298.15,-0.23447836 / 0.00937685 / -0.01150584,cosmo
solvent_391 / solvent_61 / solvent_786,0.15 / 0.15 / 0.70,298.15,-0.2458505 / 0.65303274 / 0.05605036,cosmo
solvent_471 / solvent_504 / solvent_110,0.15 / 0.15 / 0.70,298.15,0.181506960 / -0.120164360 / 0.053287800,cosmo
solvent_536 / solvent_560 / solvent_761,0.15 / 0.15 / 0.70,298.15,0.749591720 / 0.260954430 / 0.072668380,cosmo
