solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_372 / solvent_450,0.50 / 0.50,298.15,0.066039950 / 0.106747500,cosmo
solvent_355 / solvent_495,0.50 / 0.50,298.15,0.283330220 / 0.232267550,cosmo
solvent_478 / solvent_3,0.50 / 0.50,298.15,0.021875750 / 0.015804290,cosmo
solvent_4 / solvent_492,0.50 / 0.50,298.15,0.153243850 / 0.086356490,cosmo
solvent_110 / solvent_773,0.50 / 0.50,298.15,-0.27726586 / -0.11768146,cosmo
solvent_673 / solvent_681,0.50 / 0.50,298.15,-0.02811079 / -0.05043363,cosmo
solvent_343 / solvent_391,0.50 / 0.50,298.15,-0.2188093 / -0.15803581,cosmo
solvent_753 / solvent_103,0.50 / 0.50,298.15,0.066145260 / 0.052435870,cosmo
solvent_445 / solvent_560,0.50 / 0.50,298.15,-0.10003337 / -0.09496948,cosmo
solvent_577 / solvent_786,0.50 / 0.50,298.15,0.015965480 / 0.011774210,cosmo
solvent_266 / solvent_575,0.50 / 0.50,298.15,0.287367900 / 0.066132040,cosmo
solvent_779 / solvent_794,0.50 / 0.50,298.15,-0.12293535 / -0.0545798,cosmo
solvent_389 / solvent_504,0.50 / 0.50,298.15,0.166197180 / 0.064713360,cosmo
solvent_426 / solvent_96,0.50 / 0.50,298.15,0.001621190 / 0.007174770,cosmo
solvent_60 / solvent_106,0.50 / 0.50,298.15,0.324566240 / 0.235184380,cosmo
solvent_352 / solvent_13,0.50 / 0.50,298.15,0.426834750 / 0.226490290,cosmo
solvent_460 / solvent_590,0.50 / 0.50,298.15,-0.81802291 / -0.65632817,cosmo
solvent_536 / solvent_649,0.50 / 0.50,298.15,0.035874270 / 0.045298100,cosmo
solvent_430 / solvent_458,0.50 / 0.50,298.15,0.059477900 / 0.036482740,cosmo
solvent_268 / solvent_733,0.50 / 0.50,298.15,-0.07236287 / -0.08029312,cosmo
solvent_459 / solvent_632,0.50 / 0.50,298.15,0.007794610 / 0.076975480,cosmo
solvent_12 / solvent_229,0.50 / 0.50,298.15,0.227327420 / 0.163850570,cosmo
solvent_15 / solvent_523,0.50 / 0.50,298.15,0.310585740 / 0.335513210,cosmo
solvent_483 / solvent_493,0.50 / 0.50,298.15,-0.28410766 / -0.2247207,cosmo
solvent_427 / solvent_512,0.50 / 0.50,298.15,0.214767330 / 0.103617780,cosmo
solvent_111 / solvent_773,0.50 / 0.50,298.15,-0.04416774 / -0.02584081,cosmo
solvent_541 / solvent_638,0.50 / 0.50,298.15,0.295448680 / 0.141827530,cosmo
solvent_333 / solvent_515,0.50 / 0.50,298.15,-0.58530601 / -0.27458553,cosmo
solvent_129 / solvent_645,0.50 / 0.50,298.15,0.424524380 / 0.316412810,cosmo
solvent_436 / solvent_71,0.50 / 0.50,298.15,-0.0253358 / -0.02377255,cosmo
solvent_564 / solvent_103,0.50 / 0.50,298.15,0.154152410 / 0.216895770,cosmo
solvent_87 / solvent_700,0.50 / 0.50,298.15,-0.07050095 / -0.0425481,cosmo
solvent_407 / solvent_751,0.50 / 0.50,298.15,0.028209230 / 0.011192550,cosmo
solvent_447 / solvent_86,0.50 / 0.50,298.15,0.011473810 / -0.157112870,cosmo
solvent_509 / solvent_103,0.50 / 0.50,298.15,0.391479360 / 0.572103710,cosmo
solvent_398 / solvent_185,0.50 / 0.50,298.15,0.005654760 / 0.005258510,cosmo
solvent_543 / solvent_714,0.50 / 0.50,298.15,0.146383250 / 0.178808030,cosmo
solvent_431 / solvent_458,0.50 / 0.50,298.15,0.000699530 / 0.008852280,cosmo
solvent_363 / solvent_588,0.50 / 0.50,298.15,0.056372150 / 0.062051770,cosmo
solvent_394 / solvent_160,0.50 / 0.50,298.15,0.402953300 / 0.185180650,cosmo
solvent_39 / solvent_623,0.50 / 0.50,298.15,-0.12400161 / -0.07867147,cosmo
solvent_489 / solvent_529,0.50 / 0.50,298.15,0.481266240 / 0.291011940,cosmo
solvent_299 / solvent_367,0.50 / 0.50,298.15,0.304722630 / 0.121660550,cosmo
solvent_53 / solvent_100,0.50 / 0.50,298.15,-0.48031236 / -0.62649207,cosmo
solvent_376 / solvent_568,0.50 / 0.50,298.15,-0.03950915 / -0.03478806,cosmo
solvent_708 / solvent_78,0.50 / 0.50,298.15,0.050481420 / 0.030335530,cosmo
solvent_49 / solvent_534,0.50 / 0.50,298.15,0.229894490 / 0.312024350,cosmo
solvent_351 / solvent_389,0.50 / 0.50,298.15,0.026920840 / 0.023613270,cosmo
solvent_258 / solvent_550,0.50 / 0.50,298.15,0.000063500 / -0.006524630,cosmo
solvent_398 / solvent_548,0.50 / 0.50,298.15,-0.00263143 / -0.00439847,cosmo
solvent_344 / solvent_796,0.50 / 0.50,298.15,0.212597940 / 0.646123040,cosmo
solvent_631 / solvent_648,0.50 / 0.50,298.15,0.027923230 / 0.017803830,cosmo
solvent_297 / solvent_392,0.50 / 0.50,298.15,0.020064600 / 0.015224620,cosmo
solvent_322 / solvent_109,0.50 / 0.50,298.15,0.264651870 / 0.450358950,cosmo
solvent_182 / solvent_721,0.50 / 0.50,298.15,0.050749590 / 0.043337170,cosmo
solvent_71 / solvent_78,0.50 / 0.50,298.15,0.024247070 / 0.015205740,cosmo
solvent_430 / solvent_438,0.50 / 0.50,298.15,-0.25472848 / -0.16095287,cosmo
solvent_49 / solvent_368,0.50 / 0.50,298.15,0.876725090 / 0.543694120,cosmo
solvent_60 / solvent_737,0.50 / 0.50,298.15,0.637489010 / 0.486568410,cosmo
solvent_315 / solvent_208,0.50 / 0.50,298.15,0.174975910 / 0.294314850,cosmo
solvent_281 / solvent_674,0.50 / 0.50,298.15,-0.00482256 / -0.00949057,cosmo
solvent_123 / solvent_693,0.50 / 0.50,298.15,0.068516870 / 0.062123000,cosmo
solvent_691 / solvent_796,0.50 / 0.50,298.15,0.348478070 / 0.528162370,cosmo
solvent_311 / solvent_625,0.50 / 0.50,298.15,0.023640100 / 0.012283160,cosmo
solvent_299 / solvent_522,0.50 / 0.50,298.15,0.198885110 / 0.167403800,cosmo
solvent_57 / solvent_558,0.50 / 0.50,298.15,-0.33870235 / -0.25761588,cosmo
solvent_601 / solvent_661,0.50 / 0.50,298.15,0.114917050 / 0.118378410,cosmo
solvent_365 / solvent_790,0.50 / 0.50,298.15,0.011414870 / 0.009023520,cosmo
solvent_359 / solvent_557,0.50 / 0.50,298.15,0.277032780 / 0.231203780,cosmo
solvent_421 / solvent_720,0.50 / 0.50,298.15,0.399889250 / 0.306065460,cosmo
solvent_363 / solvent_516,0.50 / 0.50,298.15,0.305701410 / 0.163098700,cosmo
solvent_519 / solvent_117,0.50 / 0.50,298.15,0.071667000 / 0.051960260,cosmo
solvent_316 / solvent_621,0.50 / 0.50,298.15,0.413002340 / 0.268287940,cosmo
solvent_90 / solvent_670,0.50 / 0.50,298.15,0.145833760 / 0.146913290,cosmo
solvent_265 / solvent_341,0.50 / 0.50,298.15,-0.0429515 / -0.08364781,cosmo
solvent_230 / solvent_103,0.50 / 0.50,298.15,0.208839630 / 0.315319120,cosmo
solvent_360 / solvent_460,0.50 / 0.50,298.15,-0.02086984 / -0.06620469,cosmo
solvent_312 / solvent_422,0.50 / 0.50,298.15,0.139105790 / 0.059261980,cosmo
solvent_437 / solvent_620,0.50 / 0.50,298.15,0.462789570 / 0.268141930,cosmo
solvent_672 / solvent_741,0.50 / 0.50,298.15,-0.1871493 / -0.19228428,cosmo
solvent_504 / solvent_30,0.50 / 0.50,298.15,0.163333220 / 0.335808460,cosmo
solvent_269 / solvent_22,0.50 / 0.50,298.15,0.385748300 / 0.138298740,cosmo
solvent_423 / solvent_534,0.50 / 0.50,298.15,-0.02654479 / -0.04897179,cosmo
solvent_134 / solvent_544,0.50 / 0.50,298.15,0.013584780 / 0.038629210,cosmo
solvent_349 / solvent_452,0.50 / 0.50,298.15,0.289184780 / 0.289834530,cosmo
solvent_318 / solvent_580,0.50 / 0.50,298.15,-0.40905819 / -0.51628323,cosmo
solvent_479 / solvent_794,0.50 / 0.50,298.15,-0.21292133 / -0.07211318,cosmo
solvent_574 / solvent_191,0.50 / 0.50,298.15,0.156691860 / 0.400747340,cosmo
solvent_364 / solvent_375,0.50 / 0.50,298.15,0.149651980 / 0.071353960,cosmo
solvent_40 / solvent_701,0.50 / 0.50,298.15,0.220311500 / 0.122298690,cosmo
solvent_458 / solvent_168,0.50 / 0.50,298.15,-0.16268267 / -0.11153951,cosmo
solvent_652 / solvent_783,0.50 / 0.50,298.15,0.378991420 / 0.459304040,cosmo
solvent_228 / solvent_654,0.50 / 0.50,298.15,0.037259030 / 0.044630990,cosmo
solvent_541 / solvent_743,0.50 / 0.50,298.15,0.370475800 / 0.197445810,cosmo
solvent_318 / solvent_397,0.50 / 0.50,298.15,0.203521560 / 0.414224040,cosmo
solvent_426 / solvent_612,0.50 / 0.50,298.15,0.000256540 / 0.012464120,cosmo
solvent_528 / solvent_585,0.50 / 0.50,298.15,0.020994560 / 0.038730250,cosmo
solvent_485 / solvent_560,0.50 / 0.50,298.15,0.023475240 / 0.031626420,cosmo
solvent_449 / solvent_556,0.50 / 0.50,298.15,0.050436340 / 0.012222380,cosmo
solvent_547 / solvent_578,0.50 / 0.50,298.15,0.246204470 / 0.041162060,cosmo
solvent_456 / solvent_39,0.50 / 0.50,298.15,-0.05244823 / -0.0877989,cosmo
solvent_315 / solvent_89,0.50 / 0.50,298.15,0.221443020 / 0.497498490,cosmo
solvent_407 / solvent_487,0.50 / 0.50,298.15,0.010524480 / 0.035516640,cosmo
solvent_465 / solvent_203,0.50 / 0.50,298.15,-0.19644678 / -0.06575928,cosmo
solvent_38 / solvent_559,0.50 / 0.50,298.15,0.342684890 / 0.381036110,cosmo
solvent_468 / solvent_733,0.50 / 0.50,298.15,0.132040910 / 0.207828510,cosmo
solvent_534 / solvent_660,0.50 / 0.50,298.15,-0.13677982 / -0.07954807,cosmo
solvent_263 / solvent_562,0.50 / 0.50,298.15,0.066527050 / 0.072161370,cosmo
solvent_326 / solvent_185,0.50 / 0.50,298.15,-0.0385425 / 0.02767039,cosmo
solvent_15 / solvent_716,0.50 / 0.50,298.15,0.108577520 / 0.052393440,cosmo
solvent_38 / solvent_504,0.50 / 0.50,298.15,0.072517460 / 0.028400850,cosmo
solvent_569 / solvent_82,0.50 / 0.50,298.15,-0.0940545 / -0.18678945,cosmo
solvent_536 / solvent_59,0.50 / 0.50,298.15,0.190864170 / 0.136127230,cosmo
solvent_442 / solvent_229,0.50 / 0.50,298.15,0.323834260 / 0.463805550,cosmo
solvent_213 / solvent_616,0.50 / 0.50,298.15,0.417779830 / 0.561411670,cosmo
solvent_555 / solvent_588,0.50 / 0.50,298.15,-0.01984468 / -0.02726552,cosmo
solvent_164 / solvent_583,0.50 / 0.50,298.15,0.181256270 / 0.394854540,cosmo
solvent_355 / solvent_665,0.50 / 0.50,298.15,-0.19181419 / -0.17666015,cosmo
solvent_469 / solvent_482,0.50 / 0.50,298.15,-0.70478834 / -0.30831043,cosmo
solvent_97 / solvent_611,0.50 / 0.50,298.15,0.009624900 / 0.010957250,cosmo
solvent_50 / solvent_626,0.50 / 0.50,298.15,0.359036060 / 0.523579340,cosmo
solvent_359 / solvent_380,0.50 / 0.50,298.15,0.437650190 / 0.317298690,cosmo
solvent_531 / solvent_708,0.50 / 0.50,298.15,-0.08520279 / -0.39697138,cosmo
solvent_445 / solvent_539,0.50 / 0.50,298.15,-0.07435374 / -0.07359836,cosmo
solvent_293 / solvent_437,0.50 / 0.50,298.15,0.271701730 / 0.721513440,cosmo
solvent_27 / solvent_613,0.50 / 0.50,298.15,0.166537700 / 0.216055390,cosmo
solvent_280 / solvent_161,0.50 / 0.50,298.15,0.007273450 / -0.002003100,cosmo
solvent_297 / solvent_337,0.50 / 0.50,298.15,0.004879100 / 0.001265150,cosmo
solvent_506 / solvent_691,0.50 / 0.50,298.15,-0.03332738 / -0.15946875,cosmo
solvent_162 / solvent_569,0.50 / 0.50,298.15,0.105479170 / 0.040177900,cosmo
solvent_403 / solvent_380,0.50 / 0.50,298.15,0.105122440 / 0.179525600,cosmo
solvent_305 / solvent_89,0.50 / 0.50,298.15,0.078893410 / 0.072684640,cosmo
solvent_379 / solvent_536,0.50 / 0.50,298.15,-0.02916078 / -0.02569009,cosmo
solvent_106 / solvent_756,0.50 / 0.50,298.15,0.347490010 / 0.234851430,cosmo
solvent_604 / solvent_747,0.50 / 0.50,298.15,0.026186660 / 0.063894540,cosmo
solvent_309 / solvent_695,0.50 / 0.50,298.15,0.323914490 / 0.200838400,cosmo
solvent_17 / solvent_229,0.50 / 0.50,298.15,0.700903780 / 0.578236460,cosmo
solvent_347 / solvent_441,0.50 / 0.50,298.15,0.032332040 / 0.014507340,cosmo
solvent_323 / solvent_6,0.50 / 0.50,298.15,-0.25545796 / -0.21757605,cosmo
solvent_456 / solvent_671,0.50 / 0.50,298.15,0.315188940 / 0.309324330,cosmo
solvent_171 / solvent_50,0.50 / 0.50,298.15,0.210994730 / 0.233683130,cosmo
solvent_316 / solvent_578,0.50 / 0.50,298.15,0.346750120 / 0.055644220,cosmo
solvent_454 / solvent_486,0.50 / 0.50,298.15,0.004959250 / -0.007483130,cosmo
solvent_519 / solvent_703,0.50 / 0.50,298.15,0.063595320 / 0.052817120,cosmo
solvent_305 / solvent_110,0.50 / 0.50,298.15,-0.01895633 / -0.02556006,cosmo
solvent_74 / solvent_736,0.50 / 0.50,298.15,-0.0788653 / 0.05017953,cosmo
solvent_407 / solvent_87,0.50 / 0.50,298.15,-0.08464938 / -0.31260469,cosmo
solvent_672 / solvent_773,0.50 / 0.50,298.15,0.043097310 / 0.038114280,cosmo
solvent_502 / solvent_548,0.50 / 0.50,298.15,-0.00568438 / -0.02801571,cosmo
solvent_681 / solvent_685,0.50 / 0.50,298.15,0.031211380 / 0.151271180,cosmo
solvent_338 / solvent_506,0.50 / 0.50,298.15,-0.2967676 / -0.22812574,cosmo
solvent_327 / solvent_175,0.50 / 0.50,298.15,-0.14294614 / -0.32675054,cosmo
solvent_414 / solvent_518,0.50 / 0.50,298.15,0.055286250 / 0.041004280,cosmo
solvent_672 / solvent_717,0.50 / 0.50,298.15,0.020288650 / 0.006617750,cosmo
solvent_341 / solvent_639,0.50 / 0.50,298.15,-0.02862426 / -0.04644308,cosmo
solvent_526 / solvent_678,0.50 / 0.50,298.15,-0.07693832 / -0.24427899,cosmo
solvent_488 / solvent_3,0.50 / 0.50,298.15,0.005260140 / 0.023606440,cosmo
solvent_192 / solvent_308,0.50 / 0.50,298.15,-0.11128047 / -0.13299531,cosmo
solvent_422 / solvent_728,0.50 / 0.50,298.15,-0.34270729 / -0.21331545,cosmo
solvent_449 / solvent_737,0.50 / 0.50,298.15,-0.07337995 / -0.06790398,cosmo
solvent_399 / solvent_84,0.50 / 0.50,298.15,0.499250840 / 0.411026790,cosmo
solvent_84 / solvent_596,0.50 / 0.50,298.15,-0.03359408 / 0.0831316,cosmo
solvent_338 / solvent_368,0.50 / 0.50,298.15,0.069738660 / -0.054922320,cosmo
solvent_475 / solvent_546,0.50 / 0.50,298.15,0.599206670 / 0.393740550,cosmo
solvent_421 / solvent_189,0.50 / 0.50,298.15,-0.01021503 / -0.00801847,cosmo
solvent_610 / solvent_649,0.50 / 0.50,298.15,-0.01768055 / -0.02544581,cosmo
solvent_558 / solvent_89,0.50 / 0.50,298.15,0.142510830 / 0.169034210,cosmo
solvent_605 / solvent_727,0.50 / 0.50,298.15,0.096566250 / 0.051154910,cosmo
solvent_108 / solvent_705,0.50 / 0.50,298.15,-0.00133073 / -0.01090477,cosmo
solvent_185 / solvent_419,0.50 / 0.50,298.15,0.452859540 / 0.361915200,cosmo
solvent_28 / solvent_612,0.50 / 0.50,298.15,0.112448430 / 0.089507770,cosmo
solvent_318 / solvent_683,0.50 / 0.50,298.15,0.351954850 / 0.533969190,cosmo
solvent_598 / solvent_731,0.50 / 0.50,298.15,-0.52166113 / -0.59251003,cosmo
solvent_400 / solvent_51,0.50 / 0.50,298.15,-0.04303125 / -0.06199222,cosmo
solvent_446 / solvent_783,0.50 / 0.50,298.15,-0.03179704 / -0.02336349,cosmo
solvent_610 / solvent_118,0.50 / 0.50,298.15,0.101515370 / 0.125113100,cosmo
solvent_377 / solvent_683,0.50 / 0.50,298.15,0.030187290 / 0.063582650,cosmo
solvent_482 / solvent_577,0.50 / 0.50,298.15,-0.09178752 / -0.10926957,cosmo
solvent_551 / solvent_564,0.50 / 0.50,298.15,0.421283470 / 0.260531560,cosmo
solvent_366 / solvent_583,0.50 / 0.50,298.15,0.001771940 / -0.006246690,cosmo
solvent_59 / solvent_534,0.50 / 0.50,298.15,0.138550100 / 0.359549950,cosmo
solvent_510 / solvent_627,0.50 / 0.50,298.15,-0.33443347 / -0.19779021,cosmo
solvent_144 / solvent_357,0.50 / 0.50,298.15,0.208981880 / 0.144994570,cosmo
solvent_303 / solvent_612,0.50 / 0.50,298.15,-0.05108193 / -0.04941884,cosmo
solvent_518 / solvent_87,0.50 / 0.50,298.15,-0.06196273 / -0.05253976,cosmo
solvent_179 / solvent_789,0.50 / 0.50,298.15,0.101899470 / 0.142931780,cosmo
solvent_278 / solvent_769,0.50 / 0.50,298.15,0.034535080 / 0.016588440,cosmo
solvent_368 / solvent_51,0.50 / 0.50,298.15,0.050284160 / 0.249440680,cosmo
solvent_168 / solvent_580,0.50 / 0.50,298.15,0.025061210 / 0.044471310,cosmo
solvent_204 / solvent_143,0.50 / 0.50,298.15,0.257812900 / 0.303943940,cosmo
solvent_287 / solvent_483,0.50 / 0.50,298.15,0.337448110 / 0.320967660,cosmo
solvent_321 / solvent_520,0.50 / 0.50,298.15,-0.00485071 / 0.01938387,cosmo
solvent_299 / solvent_445,0.50 / 0.50,298.15,-0.06945918 / -0.07639399,cosmo
solvent_495 / solvent_690,0.50 / 0.50,298.15,0.001134870 / -0.038716700,cosmo
solvent_369 / solvent_583,0.50 / 0.50,298.15,0.062712920 / 0.063834590,cosmo
solvent_547 / solvent_700,0.50 / 0.50,298.15,-0.00736977 / -0.0057336,cosmo
solvent_102 / solvent_613,0.50 / 0.50,298.15,0.319723450 / 0.285670180,cosmo
solvent_387 / solvent_712,0.50 / 0.50,298.15,0.004687150 / 0.019438350,cosmo
solvent_376 / solvent_793,0.50 / 0.50,298.15,-0.01019339 / -0.01567747,cosmo
solvent_543 / solvent_78,0.50 / 0.50,298.15,0.206627170 / 0.151446860,cosmo
solvent_583 / solvent_711,0.50 / 0.50,298.15,1.148148790 / 0.592016110,cosmo
solvent_329 / solvent_58,0.50 / 0.50,298.15,0.106358870 / 0.691805760,cosmo
solvent_406 / solvent_39,0.50 / 0.50,298.15,-0.11656002 / -0.27438384,cosmo
solvent_261 / solvent_373,0.50 / 0.50,298.15,-0.07627585 / -0.05599454,cosmo
solvent_17 / solvent_413,0.50 / 0.50,298.15,0.064860140 / 0.057891380,cosmo
solvent_396 / solvent_424,0.50 / 0.50,298.15,0.088563400 / 0.093256180,cosmo
solvent_97 / solvent_710,0.50 / 0.50,298.15,-0.00534944 / -0.0048104,cosmo
solvent_58 / solvent_236,0.50 / 0.50,298.15,-0.45508034 / -0.34816801,cosmo
solvent_485 / solvent_738,0.50 / 0.50,298.15,-1.02419345 / -1.08870379,cosmo
solvent_371 / solvent_789,0.50 / 0.50,298.15,0.040779140 / 0.059295700,cosmo
solvent_182 / solvent_175,0.50 / 0.50,298.15,-0.0837359 / -0.05501513,cosmo
solvent_271 / solvent_455,0.50 / 0.50,298.15,0.118207930 / 0.068185210,cosmo
solvent_459 / solvent_110,0.50 / 0.50,298.15,0.099158710 / 0.107619060,cosmo
solvent_517 / solvent_7,0.50 / 0.50,298.15,0.367255870 / 0.346607900,cosmo
solvent_359 / solvent_158,0.50 / 0.50,298.15,0.103800830 / 0.200143840,cosmo
solvent_237 / solvent_761,0.50 / 0.50,298.15,0.321564270 / 0.532620690,cosmo
solvent_299 / solvent_383,0.50 / 0.50,298.15,0.471566130 / 0.283293420,cosmo
solvent_574 / solvent_579,0.50 / 0.50,298.15,0.047945310 / 0.157198720,cosmo
solvent_538 / solvent_565,0.50 / 0.50,298.15,0.327167900 / 0.145408160,cosmo
solvent_443 / solvent_707,0.50 / 0.50,298.15,0.150337060 / 0.116066440,cosmo
solvent_324 / solvent_357,0.50 / 0.50,298.15,0.003651300 / 0.003684050,cosmo
solvent_712 / solvent_768,0.50 / 0.50,298.15,-0.00534363 / -0.0566472,cosmo
solvent_535 / solvent_570,0.50 / 0.50,298.15,0.790490720 / 0.899207270,cosmo
solvent_567 / solvent_82,0.50 / 0.50,298.15,-0.0981896 / -0.18848118,cosmo
solvent_380 / solvent_209,0.50 / 0.50,298.15,0.010329020 / 0.012455170,cosmo
solvent_462 / solvent_644,0.50 / 0.50,298.15,-0.04361952 / -0.02860062,cosmo
solvent_761 / solvent_784,0.50 / 0.50,298.15,0.373511000 / 0.397671320,cosmo
solvent_206 / solvent_551,0.50 / 0.50,298.15,0.075573230 / 0.079170590,cosmo
solvent_373 / solvent_410,0.50 / 0.50,298.15,0.294310140 / 0.246668200,cosmo
solvent_305 / solvent_40,0.50 / 0.50,298.15,0.338502480 / 0.335619290,cosmo
solvent_266 / solvent_710,0.50 / 0.50,298.15,-0.06918256 / -0.05303454,cosmo
solvent_269 / solvent_760,0.50 / 0.50,298.15,0.394929820 / 0.166889730,cosmo
solvent_734 / solvent_784,0.50 / 0.50,298.15,-0.02727251 / -0.05918158,cosmo
solvent_495 / solvent_66,0.50 / 0.50,298.15,-0.03132265 / -0.05684563,cosmo
solvent_390 / solvent_651,0.50 / 0.50,298.15,0.162577020 / 0.374049590,cosmo
solvent_280 / solvent_652,0.50 / 0.50,298.15,0.637078570 / 0.391757850,cosmo
solvent_497 / solvent_768,0.50 / 0.50,298.15,-0.00680707 / -0.04716298,cosmo
solvent_382 / solvent_619,0.50 / 0.50,298.15,-0.05364271 / 0.01177107,cosmo
solvent_559 / solvent_590,0.50 / 0.50,298.15,0.042345730 / 0.057823240,cosmo
solvent_517 / solvent_78,0.50 / 0.50,298.15,0.164600640 / 0.127576910,cosmo
solvent_270 / solvent_467,0.50 / 0.50,298.15,0.059929050 / 0.027615570,cosmo
solvent_291 / solvent_328,0.50 / 0.50,298.15,-0.05368373 / -0.05085109,cosmo
solvent_350 / solvent_797,0.50 / 0.50,298.15,-0.02893667 / -0.01910878,cosmo
solvent_289 / solvent_510,0.50 / 0.50,298.15,0.077911940 / 0.149184870,cosmo
solvent_713 / solvent_720,0.50 / 0.50,298.15,0.442777250 / 0.379136930,cosmo
solvent_529 / solvent_721,0.50 / 0.50,298.15,-0.01152772 / -0.03277034,cosmo
solvent_375 / solvent_527,0.50 / 0.50,298.15,-0.41333918 / -0.26289217,cosmo
solvent_50 / solvent_118,0.50 / 0.50,298.15,0.287070380 / 0.211337090,cosmo
solvent_676 / solvent_100,0.50 / 0.50,298.15,-1.35923667 / -1.79514775,cosmo
solvent_447 / solvent_109,0.50 / 0.50,298.15,0.082127490 / 0.084598260,cosmo
solvent_497 / solvent_606,0.50 / 0.50,298.15,-0.00069004 / 0.00277256,cosmo
solvent_566 / solvent_676,0.50 / 0.50,298.15,0.040458140 / 0.045464690,cosmo
solvent_552 / solvent_741,0.50 / 0.50,298.15,0.111448760 / 0.002377170,cosmo
solvent_288 / solvent_624,0.50 / 0.50,298.15,0.016626520 / 0.027971820,cosmo
solvent_46 / solvent_689,0.50 / 0.50,298.15,0.462435110 / 0.223487700,cosmo
solvent_17 / solvent_630,0.50 / 0.50,298.15,0.091725440 / 0.110441520,cosmo
solvent_573 / solvent_748,0.50 / 0.50,298.15,0.014581970 / 0.020835770,cosmo
solvent_681 / solvent_796,0.50 / 0.50,298.15,0.183342630 / 0.678897520,cosmo
solvent_466 / solvent_704,0.50 / 0.50,298.15,0.002792950 / 0.001626900,cosmo
solvent_486 / solvent_545,0.50 / 0.50,298.15,-0.02305215 / -0.01350314,cosmo
solvent_388 / solvent_664,0.50 / 0.50,298.15,0.041302070 / 0.036741380,cosmo
solvent_32 / solvent_123,0.50 / 0.50,298.15,0.707021650 / 0.499496560,cosmo
solvent_115 / solvent_457,0.50 / 0.50,298.15,0.048781000 / 0.109646240,cosmo
solvent_293 / solvent_298,0.50 / 0.50,298.15,0.583282980 / 0.943057290,cosmo
solvent_79 / solvent_468,0.50 / 0.50,298.15,-0.20742456 / -0.17672738,cosmo
solvent_49 / solvent_453,0.50 / 0.50,298.15,0.331790040 / 0.252398010,cosmo
solvent_666 / solvent_680,0.50 / 0.50,298.15,-0.03575379 / -0.0542747,cosmo
solvent_283 / solvent_256,0.50 / 0.50,298.15,0.000814740 / 0.013419700,cosmo
solvent_429 / solvent_785,0.50 / 0.50,298.15,0.002098540 / 0.002451790,cosmo
solvent_414 / solvent_129,0.50 / 0.50,298.15,0.068205160 / 0.003237470,cosmo
solvent_367 / solvent_566,0.50 / 0.50,298.15,0.173679900 / 0.186943050,cosmo
solvent_547 / solvent_191,0.50 / 0.50,298.15,0.024062270 / 0.007770630,cosmo
solvent_384 / solvent_500,0.50 / 0.50,298.15,-0.25012156 / -0.1333278,cosmo
solvent_487 / solvent_551,0.50 / 0.50,298.15,0.031924660 / 0.013751140,cosmo
solvent_705 / solvent_716,0.50 / 0.50,298.15,0.412224540 / 0.334784110,cosmo
solvent_277 / solvent_431,0.50 / 0.50,298.15,0.447973360 / 0.672727800,cosmo
solvent_373 / solvent_489,0.50 / 0.50,298.15,0.124203100 / 0.189852830,cosmo
solvent_98 / solvent_369,0.50 / 0.50,298.15,-0.00547539 / -0.00406621,cosmo
solvent_640 / solvent_758,0.50 / 0.50,298.15,0.089390430 / -0.017967620,cosmo
solvent_452 / solvent_466,0.50 / 0.50,298.15,-0.02224064 / -0.02642832,cosmo
solvent_20 / solvent_55,0.50 / 0.50,298.15,0.776314360 / 0.584313790,cosmo
solvent_339 / solvent_472,0.50 / 0.50,298.15,-0.01294977 / -0.02408529,cosmo
solvent_489 / solvent_720,0.50 / 0.50,298.15,0.817652180 / 0.625366630,cosmo
solvent_691 / solvent_62,0.50 / 0.50,298.15,0.405061820 / 0.208192790,cosmo
solvent_381 / solvent_664,0.50 / 0.50,298.15,0.071379490 / 0.093700630,cosmo
solvent_354 / solvent_63,0.50 / 0.50,298.15,-0.722113 / -0.35842704,cosmo
solvent_6 / solvent_760,0.50 / 0.50,298.15,-1.4628548 / -1.42605048,cosmo
solvent_49 / solvent_38,0.50 / 0.50,298.15,0.618312930 / 0.478551770,cosmo
solvent_22 / solvent_95,0.50 / 0.50,298.15,0.034211550 / 0.084469610,cosmo
solvent_537 / solvent_677,0.50 / 0.50,298.15,0.374860010 / 0.380049410,cosmo
solvent_529 / solvent_553,0.50 / 0.50,298.15,-0.0109137 / -0.00735809,cosmo
solvent_313 / solvent_768,0.50 / 0.50,298.15,0.150800280 / 0.145092980,cosmo
solvent_648 / solvent_666,0.50 / 0.50,298.15,-0.04818957 / -0.03984095,cosmo
solvent_558 / solvent_593,0.50 / 0.50,298.15,0.391456320 / 0.412527440,cosmo
solvent_61 / solvent_696,0.50 / 0.50,298.15,0.424984110 / 0.515087000,cosmo
solvent_478 / solvent_742,0.50 / 0.50,298.15,0.928279420 / 0.591112590,cosmo
solvent_410 / solvent_683,0.50 / 0.50,298.15,0.369902050 / 0.554941430,cosmo
solvent_113 / solvent_630,0.50 / 0.50,298.15,0.336861830 / 0.366059340,cosmo
solvent_291 / solvent_530,0.50 / 0.50,298.15,0.001287050 / 0.000953640,cosmo
solvent_565 / solvent_606,0.50 / 0.50,298.15,0.119009640 / 0.139243900,cosmo
solvent_396 / solvent_380,0.50 / 0.50,298.15,0.013606700 / -0.005650350,cosmo
