solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_454 / solvent_697,1.00 / 0.00,298.15,0.000000000 / -0.228098110,cosmo
solvent_503 / solvent_797,1.00 / 0.00,298.15,0.000000000 / 0.443828900,cosmo
solvent_322 / solvent_529,1.00 / 0.00,298.15,0.000000000 / -2.225485940,cosmo
solvent_279 / solvent_469,1.00 / 0.00,298.15,0.000000000 / -1.238888790,cosmo
solvent_624 / solvent_684,1.00 / 0.00,298.15,0.000000000 / 0.641343900,cosmo
solvent_369 / solvent_760,1.00 / 0.00,298.15,0.000000000 / 0.073103840,cosmo
solvent_66 / solvent_572,1.00 / 0.00,298.15,0.000000000 / -0.041861350,cosmo
solvent_488 / solvent_39,1.00 / 0.00,298.15,0.000000000 / -0.605312060,cosmo
solvent_581 / solvent_758,1.00 / 0.00,298.15,0.000000000 / 0.227633810,cosmo
solvent_400 / solvent_733,1.00 / 0.00,298.15,0.000000000 / -0.068417530,cosmo
solvent_55 / solvent_755,1.00 / 0.00,298.15,0.000000000 / 0.717079650,cosmo
solvent_484 / solvent_534,1.00 / 0.00,298.15,0.000000000 / -0.194578380,cosmo
solvent_15 / solvent_751,1.00 / 0.00,298.15,0.000000000 / 0.520799130,cosmo
solvent_620 / solvent_754,1.00 / 0.00,298.15,0.000000000 / 0.760177680,cosmo
solvent_532 / solvent_649,1.00 / 0.00,298.15,0.000000000 / -0.018580630,cosmo
solvent_331 / solvent_613,1.00 / 0.00,298.15,0.000000000 / 0.020734370,cosmo
solvent_389 / solvent_755,1.00 / 0.00,298.15,0.000000000 / 0.098409730,cosmo
solvent_303 / solvent_385,1.00 / 0.00,298.15,0.000000000 / -0.100695240,cosmo
solvent_290 / solvent_360,1.00 / 0.00,298.15,0.000000000 / 1.240062520,cosmo
solvent_449 / solvent_743,1.00 / 0.00,298.15,0.000000000 / 0.465088700,cosmo
solvent_43 / solvent_559,1.00 / 0.00,298.15,0.000000000 / -0.706668530,cosmo
solvent_588 / solvent_631,1.00 / 0.00,298.15,0.000000000 / -0.011514930,cosmo
solvent_9 / solvent_370,1.00 / 0.00,298.15,0.000000000 / -0.072096830,cosmo
solvent_349 / solvent_352,1.00 / 0.00,298.15,0.000000000 / 0.189826590,cosmo
solvent_57 / solvent_655,1.00 / 0.00,298.15,0.000000000 / -1.404295530,cosmo
solvent_383 / solvent_701,1.00 / 0.00,298.15,0.000000000 / 1.047222090,cosmo
solvent_593 / solvent_209,1.00 / 0.00,298.15,0.000000000 / 1.765234610,cosmo
solvent_8 / solvent_730,1.00 / 0.00,298.15,0.000000000 / 0.374617390,cosmo
solvent_15 / solvent_486,1.00 / 0.00,298.15,0.000000000 / 0.898318060,cosmo
solvent_676 / solvent_787,1.00 / 0.00,298.15,0.000000000 / 0.164164920,cosmo
solvent_314 / solvent_315,1.00 / 0.00,298.15,0.000000000 / 2.186606450,cosmo
solvent_27 / solvent_604,1.00 / 0.00,298.15,0.000000000 / -0.836860170,cosmo
solvent_403 / solvent_172,1.00 / 0.00,298.15,0.000000000 / -0.931907290,cosmo
solvent_265 / solvent_742,1.00 / 0.00,298.15,0.000000000 / 1.130036800,cosmo
solvent_342 / solvent_154,1.00 / 0.00,298.15,0.000000000 / -0.083963820,cosmo
solvent_526 / solvent_750,1.00 / 0.00,298.15,0.000000000 / -0.047777370,cosmo
solvent_27 / solvent_746,1.00 / 0.00,298.15,0.000000000 / 0.429190620,cosmo
solvent_531 / solvent_56,1.00 / 0.00,298.15,0.000000000 / -0.189901690,cosmo
solvent_510 / solvent_735,1.00 / 0.00,298.15,0.000000000 / -2.891865580,cosmo
solvent_433 / solvent_781,1.00 / 0.00,298.15,0.000000000 / -0.327366530,cosmo
solvent_759 / solvent_775,1.00 / 0.00,298.15,0.000000000 / -2.502538440,cosmo
solvent_382 / solvent_654,1.00 / 0.00,298.15,0.000000000 / 1.191862530,cosmo
solvent_401 / solvent_636,1.00 / 0.00,298.15,0.000000000 / 0.561375830,cosmo
solvent_601 / solvent_702,1.00 / 0.00,298.15,0.000000000 / -0.476089840,cosmo
solvent_309 / solvent_320,1.00 / 0.00,298.15,0.000000000 / 0.046707400,cosmo
solvent_275 / solvent_367,1.00 / 0.00,298.15,0.000000000 / 0.559047030,cosmo
solvent_435 / solvent_451,1.00 / 0.00,298.15,0.000000000 / -0.090639580,cosmo
solvent_283 / solvent_488,1.00 / 0.00,298.15,0.000000000 / 0.476871460,cosmo
solvent_368 / solvent_588,1.00 / 0.00,298.15,0.000000000 / 0.365655670,cosmo
solvent_211 / solvent_175,1.00 / 0.00,298.15,0.000000000 / -0.288552490,cosmo
solvent_538 / solvent_637,1.00 / 0.00,298.15,0.000000000 / -0.060864080,cosmo
solvent_485 / solvent_631,1.00 / 0.00,298.15,0.000000000 / 0.039479030,cosmo
solvent_324 / solvent_8,1.00 / 0.00,298.15,0.000000000 / 0.080905410,cosmo
solvent_282 / solvent_478,1.00 / 0.00,298.15,0.000000000 / 0.159659290,cosmo
solvent_321 / solvent_755,1.00 / 0.00,298.15,0.000000000 / 0.067362460,cosmo
solvent_432 / solvent_787,1.00 / 0.00,298.15,0.000000000 / -0.108394840,cosmo
solvent_706 / solvent_34,1.00 / 0.00,298.15,0.000000000 / 0.011001450,cosmo
solvent_471 / solvent_606,1.00 / 0.00,298.15,0.000000000 / 0.198050040,cosmo
solvent_387 / solvent_724,1.00 / 0.00,298.15,0.000000000 / -0.911109100,cosmo
solvent_434 / solvent_256,1.00 / 0.00,298.15,0.000000000 / -0.339937100,cosmo
solvent_332 / solvent_368,1.00 / 0.00,298.15,0.000000000 / 3.359359540,cosmo
solvent_54 / solvent_734,1.00 / 0.00,298.15,0.000000000 / -7.061320640,cosmo
solvent_584 / solvent_604,1.00 / 0.00,298.15,0.000000000 / -1.024040790,cosmo
solvent_364 / solvent_546,1.00 / 0.00,298.15,0.000000000 / 2.218483630,cosmo
solvent_228 / solvent_648,1.00 / 0.00,298.15,0.000000000 / 0.858781790,cosmo
solvent_516 / solvent_684,1.00 / 0.00,298.15,0.000000000 / -0.323858200,cosmo
solvent_401 / solvent_662,1.00 / 0.00,298.15,0.000000000 / -0.755667060,cosmo
solvent_416 / solvent_754,1.00 / 0.00,298.15,0.000000000 / 1.548976160,cosmo
solvent_400 / solvent_453,1.00 / 0.00,298.15,0.000000000 / -0.109262910,cosmo
solvent_603 / solvent_611,1.00 / 0.00,298.15,0.000000000 / -0.122913340,cosmo
solvent_270 / solvent_625,1.00 / 0.00,298.15,0.000000000 / -0.277468560,cosmo
solvent_566 / solvent_712,1.00 / 0.00,298.15,0.000000000 / -0.408128750,cosmo
solvent_571 / solvent_751,1.00 / 0.00,298.15,0.000000000 / -0.049573480,cosmo
solvent_432 / solvent_691,1.00 / 0.00,298.15,0.000000000 / 0.138721080,cosmo
solvent_451 / solvent_693,1.00 / 0.00,298.15,0.000000000 / 0.165025710,cosmo
solvent_275 / solvent_748,1.00 / 0.00,298.15,0.000000000 / 0.038801420,cosmo
solvent_378 / solvent_483,1.00 / 0.00,298.15,0.000000000 / -1.065790630,cosmo
solvent_138 / solvent_422,1.00 / 0.00,298.15,0.000000000 / 3.216354950,cosmo
solvent_18 / solvent_495,1.00 / 0.00,298.15,0.000000000 / -0.469391960,cosmo
solvent_59 / solvent_748,1.00 / 0.00,298.15,0.000000000 / 0.986495510,cosmo
solvent_368 / solvent_564,1.00 / 0.00,298.15,0.000000000 / 0.067967580,cosmo
solvent_451 / solvent_724,1.00 / 0.00,298.15,0.000000000 / -0.017924590,cosmo
solvent_265 / solvent_71,1.00 / 0.00,298.15,0.000000000 / -0.384772190,cosmo
solvent_304 / solvent_382,1.00 / 0.00,298.15,0.000000000 / 2.165037840,cosmo
solvent_485 / solvent_544,1.00 / 0.00,298.15,0.000000000 / 0.017640290,cosmo
solvent_349 / solvent_754,1.00 / 0.00,298.15,0.000000000 / 0.398942180,cosmo
solvent_412 / solvent_445,1.00 / 0.00,298.15,0.000000000 / -0.168501870,cosmo
solvent_49 / solvent_519,1.00 / 0.00,298.15,0.000000000 / 0.742196570,cosmo
solvent_100 / solvent_763,1.00 / 0.00,298.15,0.000000000 / -1.659744920,cosmo
solvent_683 / solvent_88,1.00 / 0.00,298.15,0.000000000 / 0.050362980,cosmo
solvent_519 / solvent_680,1.00 / 0.00,298.15,0.000000000 / -3.877851980,cosmo
solvent_136 / solvent_100,1.00 / 0.00,298.15,0.000000000 / 3.257398050,cosmo
solvent_315 / solvent_621,1.00 / 0.00,298.15,0.000000000 / -0.899682820,cosmo
solvent_718 / solvent_755,1.00 / 0.00,298.15,0.000000000 / -0.107737140,cosmo
solvent_325 / solvent_568,1.00 / 0.00,298.15,0.000000000 / -0.366733460,cosmo
solvent_373 / solvent_473,1.00 / 0.00,298.15,0.000000000 / -0.638276040,cosmo
solvent_488 / solvent_572,1.00 / 0.00,298.15,0.000000000 / -0.335097580,cosmo
solvent_334 / solvent_563,1.00 / 0.00,298.15,0.000000000 / 0.847183080,cosmo
solvent_286 / solvent_549,1.00 / 0.00,298.15,0.000000000 / -0.869974360,cosmo
solvent_617 / solvent_631,1.00 / 0.00,298.15,0.000000000 / 0.334535040,cosmo
solvent_652 / solvent_653,1.00 / 0.00,298.15,0.000000000 / 1.078078330,cosmo
solvent_608 / solvent_642,1.00 / 0.00,298.15,0.000000000 / 0.461258140,cosmo
solvent_494 / solvent_541,1.00 / 0.00,298.15,0.000000000 / 0.190224810,cosmo
solvent_485 / solvent_622,1.00 / 0.00,298.15,0.000000000 / 0.109481960,cosmo
solvent_370 / solvent_616,1.00 / 0.00,298.15,0.000000000 / 0.853069670,cosmo
solvent_483 / solvent_670,1.00 / 0.00,298.15,0.000000000 / 2.674777790,cosmo
solvent_300 / solvent_557,1.00 / 0.00,298.15,0.000000000 / 0.083090500,cosmo
solvent_351 / solvent_494,1.00 / 0.00,298.15,0.000000000 / 0.004402820,cosmo
solvent_437 / solvent_691,1.00 / 0.00,298.15,0.000000000 / -0.394388630,cosmo
solvent_629 / solvent_713,1.00 / 0.00,298.15,0.000000000 / -0.453115240,cosmo
solvent_228 / solvent_117,1.00 / 0.00,298.15,0.000000000 / 0.003437590,cosmo
solvent_20 / solvent_783,1.00 / 0.00,298.15,0.000000000 / 0.685963350,cosmo
solvent_303 / solvent_797,1.00 / 0.00,298.15,0.000000000 / -0.520828640,cosmo
solvent_525 / solvent_78,1.00 / 0.00,298.15,0.000000000 / 3.477020050,cosmo
solvent_608 / solvent_87,1.00 / 0.00,298.15,0.000000000 / 0.055684270,cosmo
solvent_469 / solvent_610,1.00 / 0.00,298.15,0.000000000 / -2.167805430,cosmo
solvent_334 / solvent_682,1.00 / 0.00,298.15,0.000000000 / 0.437456950,cosmo
solvent_571 / solvent_680,1.00 / 0.00,298.15,0.000000000 / 0.830925630,cosmo
solvent_204 / solvent_546,1.00 / 0.00,298.15,0.000000000 / 0.729522610,cosmo
solvent_599 / solvent_676,1.00 / 0.00,298.15,0.000000000 / -0.539055770,cosmo
solvent_137 / solvent_3,1.00 / 0.00,298.15,0.000000000 / 5.062462960,cosmo
solvent_537 / solvent_599,1.00 / 0.00,298.15,0.000000000 / 0.346210550,cosmo
solvent_627 / solvent_175,1.00 / 0.00,298.15,0.000000000 / 0.053969470,cosmo
solvent_575 / solvent_719,1.00 / 0.00,298.15,0.000000000 / 0.178926240,cosmo
solvent_372 / solvent_553,1.00 / 0.00,298.15,0.000000000 / -0.184100670,cosmo
solvent_519 / solvent_197,1.00 / 0.00,298.15,0.000000000 / 0.700322790,cosmo
solvent_604 / solvent_710,1.00 / 0.00,298.15,0.000000000 / 0.133044560,cosmo
solvent_440 / solvent_540,1.00 / 0.00,298.15,0.000000000 / 0.018673500,cosmo
solvent_22 / solvent_359,1.00 / 0.00,298.15,0.000000000 / 1.372554000,cosmo
solvent_325 / solvent_766,1.00 / 0.00,298.15,0.000000000 / -0.543578500,cosmo
solvent_336 / solvent_91,1.00 / 0.00,298.15,0.000000000 / 0.449442660,cosmo
solvent_369 / solvent_718,1.00 / 0.00,298.15,0.000000000 / -0.059764610,cosmo
solvent_348 / solvent_749,1.00 / 0.00,298.15,0.000000000 / -0.341609200,cosmo
solvent_502 / solvent_6,1.00 / 0.00,298.15,0.000000000 / 0.168289180,cosmo
solvent_399 / solvent_644,1.00 / 0.00,298.15,0.000000000 / -0.034203950,cosmo
solvent_706 / solvent_754,1.00 / 0.00,298.15,0.000000000 / 0.014704290,cosmo
solvent_262 / solvent_463,1.00 / 0.00,298.15,0.000000000 / 0.082431410,cosmo
solvent_342 / solvent_427,1.00 / 0.00,298.15,0.000000000 / 0.187262260,cosmo
solvent_402 / solvent_770,1.00 / 0.00,298.15,0.000000000 / -0.492736270,cosmo
solvent_264 / solvent_42,1.00 / 0.00,298.15,0.000000000 / 0.247036250,cosmo
solvent_510 / solvent_529,1.00 / 0.00,298.15,0.000000000 / -3.012733730,cosmo
solvent_192 / solvent_481,1.00 / 0.00,298.15,0.000000000 / -1.340796200,cosmo
solvent_559 / solvent_780,1.00 / 0.00,298.15,0.000000000 / 0.445563980,cosmo
solvent_405 / solvent_682,1.00 / 0.00,298.15,0.000000000 / -0.015837950,cosmo
solvent_715 / solvent_769,1.00 / 0.00,298.15,0.000000000 / -0.131737710,cosmo
solvent_716 / solvent_733,1.00 / 0.00,298.15,0.000000000 / -0.035505340,cosmo
solvent_400 / solvent_703,1.00 / 0.00,298.15,0.000000000 / 0.174400890,cosmo
solvent_277 / solvent_124,1.00 / 0.00,298.15,0.000000000 / 3.157961320,cosmo
solvent_647 / solvent_712,1.00 / 0.00,298.15,0.000000000 / 0.552199160,cosmo
solvent_609 / solvent_42,1.00 / 0.00,298.15,0.000000000 / -0.284339680,cosmo
solvent_415 / solvent_647,1.00 / 0.00,298.15,0.000000000 / -0.966996060,cosmo
solvent_267 / solvent_637,1.00 / 0.00,298.15,0.000000000 / -0.837854580,cosmo
solvent_326 / solvent_455,1.00 / 0.00,298.15,0.000000000 / -0.109807820,cosmo
solvent_499 / solvent_759,1.00 / 0.00,298.15,0.000000000 / 0.182996300,cosmo
solvent_313 / solvent_593,1.00 / 0.00,298.15,0.000000000 / 2.343573980,cosmo
solvent_276 / solvent_663,1.00 / 0.00,298.15,0.000000000 / 2.020316100,cosmo
solvent_551 / solvent_716,1.00 / 0.00,298.15,0.000000000 / 0.262518950,cosmo
solvent_352 / solvent_708,1.00 / 0.00,298.15,0.000000000 / 0.024923510,cosmo
solvent_343 / solvent_12,1.00 / 0.00,298.15,0.000000000 / -0.332312910,cosmo
solvent_560 / solvent_679,1.00 / 0.00,298.15,0.000000000 / -0.259766670,cosmo
solvent_486 / solvent_627,1.00 / 0.00,298.15,0.000000000 / -0.047579790,cosmo
solvent_620 / solvent_229,1.00 / 0.00,298.15,0.000000000 / 0.215302220,cosmo
solvent_600 / solvent_59,1.00 / 0.00,298.15,0.000000000 / 0.060791850,cosmo
solvent_399 / solvent_410,1.00 / 0.00,298.15,0.000000000 / 2.570406170,cosmo
solvent_492 / solvent_681,1.00 / 0.00,298.15,0.000000000 / 1.016485740,cosmo
solvent_479 / solvent_96,1.00 / 0.00,298.15,0.000000000 / 0.270513570,cosmo
solvent_358 / solvent_362,1.00 / 0.00,298.15,0.000000000 / 0.130474040,cosmo
solvent_119 / solvent_110,1.00 / 0.00,298.15,0.000000000 / -0.023436000,cosmo
solvent_579 / solvent_707,1.00 / 0.00,298.15,0.000000000 / 0.340716510,cosmo
solvent_601 / solvent_191,1.00 / 0.00,298.15,0.000000000 / -0.035378990,cosmo
solvent_112 / solvent_340,1.00 / 0.00,298.15,0.000000000 / -1.365175140,cosmo
solvent_466 / solvent_541,1.00 / 0.00,298.15,0.000000000 / 0.045026590,cosmo
solvent_325 / solvent_189,1.00 / 0.00,298.15,0.000000000 / -0.202602980,cosmo
solvent_542 / solvent_543,1.00 / 0.00,298.15,0.000000000 / 0.382324160,cosmo
solvent_381 / solvent_111,1.00 / 0.00,298.15,0.000000000 / 1.010813740,cosmo
solvent_486 / solvent_723,1.00 / 0.00,298.15,0.000000000 / -0.111838380,cosmo
solvent_326 / solvent_738,1.00 / 0.00,298.15,0.000000000 / 4.628377660,cosmo
solvent_304 / solvent_23,1.00 / 0.00,298.15,0.000000000 / 2.203365470,cosmo
solvent_419 / solvent_483,1.00 / 0.00,298.15,0.000000000 / 0.152975620,cosmo
solvent_388 / solvent_657,1.00 / 0.00,298.15,0.000000000 / -0.036539680,cosmo
solvent_357 / solvent_467,1.00 / 0.00,298.15,0.000000000 / 1.315258330,cosmo
solvent_394 / solvent_717,1.00 / 0.00,298.15,0.000000000 / 0.022276170,cosmo
solvent_733 / solvent_765,1.00 / 0.00,298.15,0.000000000 / 1.037250840,cosmo
solvent_542 / solvent_754,1.00 / 0.00,298.15,0.000000000 / -0.186249420,cosmo
solvent_337 / solvent_401,1.00 / 0.00,298.15,0.000000000 / 0.158142740,cosmo
solvent_430 / solvent_216,1.00 / 0.00,298.15,0.000000000 / 1.979460540,cosmo
solvent_36 / solvent_568,1.00 / 0.00,298.15,0.000000000 / 1.040547540,cosmo
solvent_298 / solvent_591,1.00 / 0.00,298.15,0.000000000 / 0.205782730,cosmo
solvent_351 / solvent_765,1.00 / 0.00,298.15,0.000000000 / 2.837506310,cosmo
solvent_413 / solvent_178,1.00 / 0.00,298.15,0.000000000 / 1.824940380,cosmo
solvent_375 / solvent_721,1.00 / 0.00,298.15,0.000000000 / 0.445668780,cosmo
solvent_349 / solvent_502,1.00 / 0.00,298.15,0.000000000 / -0.057172240,cosmo
solvent_71 / solvent_72,1.00 / 0.00,298.15,0.000000000 / 5.881793150,cosmo
solvent_63 / solvent_5,1.00 / 0.00,298.15,0.000000000 / 1.312194300,cosmo
solvent_375 / solvent_544,1.00 / 0.00,298.15,0.000000000 / 0.272280060,cosmo
solvent_98 / solvent_392,1.00 / 0.00,298.15,0.000000000 / 0.261692520,cosmo
solvent_359 / solvent_743,1.00 / 0.00,298.15,0.000000000 / 4.656254830,cosmo
solvent_312 / solvent_682,1.00 / 0.00,298.15,0.000000000 / 0.102637550,cosmo
solvent_435 / solvent_454,1.00 / 0.00,298.15,0.000000000 / -0.135705520,cosmo
solvent_498 / solvent_634,1.00 / 0.00,298.15,0.000000000 / 0.985093210,cosmo
solvent_199 / solvent_656,1.00 / 0.00,298.15,0.000000000 / -0.423515620,cosmo
solvent_262 / solvent_22,1.00 / 0.00,298.15,0.000000000 / 2.541303510,cosmo
solvent_508 / solvent_522,1.00 / 0.00,298.15,0.000000000 / -0.494010800,cosmo
solvent_274 / solvent_430,1.00 / 0.00,298.15,0.000000000 / 1.011201400,cosmo
solvent_372 / solvent_423,1.00 / 0.00,298.15,0.000000000 / 0.362599330,cosmo
solvent_367 / solvent_15,1.00 / 0.00,298.15,0.000000000 / 1.793230130,cosmo
solvent_665 / solvent_707,1.00 / 0.00,298.15,0.000000000 / -0.659970300,cosmo
solvent_63 / solvent_668,1.00 / 0.00,298.15,0.000000000 / 1.152467390,cosmo
solvent_204 / solvent_441,1.00 / 0.00,298.15,0.000000000 / 1.729405220,cosmo
solvent_249 / solvent_571,1.00 / 0.00,298.15,0.000000000 / 3.221218170,cosmo
solvent_298 / solvent_435,1.00 / 0.00,298.15,0.000000000 / -0.012633710,cosmo
solvent_274 / solvent_372,1.00 / 0.00,298.15,0.000000000 / 1.676545120,cosmo
solvent_280 / solvent_178,1.00 / 0.00,298.15,0.000000000 / 0.011679830,cosmo
solvent_363 / solvent_725,1.00 / 0.00,298.15,0.000000000 / 3.668814230,cosmo
solvent_370 / solvent_669,1.00 / 0.00,298.15,0.000000000 / -0.079417330,cosmo
solvent_18 / solvent_34,1.00 / 0.00,298.15,0.000000000 / 0.082932650,cosmo
solvent_268 / solvent_399,1.00 / 0.00,298.15,0.000000000 / 0.323508650,cosmo
solvent_359 / solvent_594,1.00 / 0.00,298.15,0.000000000 / -1.224939550,cosmo
solvent_603 / solvent_693,1.00 / 0.00,298.15,0.000000000 / -0.006669200,cosmo
solvent_353 / solvent_561,1.00 / 0.00,298.15,0.000000000 / -0.108802270,cosmo
solvent_90 / solvent_737,1.00 / 0.00,298.15,0.000000000 / 0.634428130,cosmo
solvent_334 / solvent_106,1.00 / 0.00,298.15,0.000000000 / -0.810585620,cosmo
solvent_263 / solvent_108,1.00 / 0.00,298.15,0.000000000 / 0.053000200,cosmo
solvent_479 / solvent_555,1.00 / 0.00,298.15,0.000000000 / 0.057614470,cosmo
solvent_320 / solvent_727,1.00 / 0.00,298.15,0.000000000 / -0.308960440,cosmo
solvent_268 / solvent_134,1.00 / 0.00,298.15,0.000000000 / 0.443641060,cosmo
solvent_666 / solvent_726,1.00 / 0.00,298.15,0.000000000 / 0.646554540,cosmo
solvent_522 / solvent_592,1.00 / 0.00,298.15,0.000000000 / 4.836793860,cosmo
solvent_62 / solvent_797,1.00 / 0.00,298.15,0.000000000 / 1.650618850,cosmo
solvent_66 / solvent_627,1.00 / 0.00,298.15,0.000000000 / 0.242078580,cosmo
solvent_13 / solvent_694,1.00 / 0.00,298.15,0.000000000 / 1.554712840,cosmo
solvent_109 / solvent_229,1.00 / 0.00,298.15,0.000000000 / 1.749529720,cosmo
solvent_301 / solvent_785,1.00 / 0.00,298.15,0.000000000 / 0.236673850,cosmo
solvent_507 / solvent_695,1.00 / 0.00,298.15,0.000000000 / 0.280032910,cosmo
solvent_277 / solvent_503,1.00 / 0.00,298.15,0.000000000 / -1.573784860,cosmo
solvent_197 / solvent_772,1.00 / 0.00,298.15,0.000000000 / -0.333488410,cosmo
solvent_291 / solvent_553,1.00 / 0.00,298.15,0.000000000 / -0.208978810,cosmo
solvent_55 / solvent_575,1.00 / 0.00,298.15,0.000000000 / -0.086420020,cosmo
solvent_549 / solvent_737,1.00 / 0.00,298.15,0.000000000 / 0.076656660,cosmo
solvent_709 / solvent_753,1.00 / 0.00,298.15,0.000000000 / 0.931197020,cosmo
solvent_39 / solvent_646,1.00 / 0.00,298.15,0.000000000 / 0.893767650,cosmo
solvent_350 / solvent_58,1.00 / 0.00,298.15,0.000000000 / 1.159909940,cosmo
solvent_319 / solvent_38,1.00 / 0.00,298.15,0.000000000 / 1.467243090,cosmo
solvent_26 / solvent_7,1.00 / 0.00,298.15,0.000000000 / 3.456311220,cosmo
solvent_237 / solvent_13,1.00 / 0.00,298.15,0.000000000 / 0.090182540,cosmo
solvent_334 / solvent_11,1.00 / 0.00,298.15,0.000000000 / -0.230314400,cosmo
solvent_533 / solvent_548,1.00 / 0.00,298.15,0.000000000 / -0.166648760,cosmo
solvent_537 / solvent_731,1.00 / 0.00,298.15,0.000000000 / -0.404639190,cosmo
solvent_501 / solvent_53,1.00 / 0.00,298.15,0.000000000 / -0.168289500,cosmo
solvent_288 / solvent_70,1.00 / 0.00,298.15,0.000000000 / -0.379781750,cosmo
solvent_664 / solvent_769,1.00 / 0.00,298.15,0.000000000 / 1.249390110,cosmo
solvent_318 / solvent_121,1.00 / 0.00,298.15,0.000000000 / -1.680443230,cosmo
solvent_4 / solvent_87,1.00 / 0.00,298.15,0.000000000 / 0.615186410,cosmo
solvent_437 / solvent_515,1.00 / 0.00,298.15,0.000000000 / -0.960937140,cosmo
solvent_544 / solvent_158,1.00 / 0.00,298.15,0.000000000 / 0.229933740,cosmo
solvent_489 / solvent_651,1.00 / 0.00,298.15,0.000000000 / 0.074601600,cosmo
solvent_164 / solvent_733,1.00 / 0.00,298.15,0.000000000 / -0.570375270,cosmo
solvent_263 / solvent_524,1.00 / 0.00,298.15,0.000000000 / 1.101426980,cosmo
solvent_273 / solvent_397,1.00 / 0.00,298.15,0.000000000 / -0.426284210,cosmo
solvent_307 / solvent_527,1.00 / 0.00,298.15,0.000000000 / 0.904801630,cosmo
solvent_570 / solvent_753,1.00 / 0.00,298.15,0.000000000 / -0.391968800,cosmo
solvent_605 / solvent_652,1.00 / 0.00,298.15,0.000000000 / 4.294286970,cosmo
solvent_22 / solvent_60,1.00 / 0.00,298.15,0.000000000 / 1.852113140,cosmo
solvent_468 / solvent_673,1.00 / 0.00,298.15,0.000000000 / 2.707455940,cosmo
solvent_298 / solvent_597,1.00 / 0.00,298.15,0.000000000 / 2.704998970,cosmo
solvent_28 / solvent_577,1.00 / 0.00,298.15,0.000000000 / 0.039654350,cosmo
solvent_472 / solvent_703,1.00 / 0.00,298.15,0.000000000 / 0.131362440,cosmo
solvent_270 / solvent_241,1.00 / 0.00,298.15,0.000000000 / -0.771520700,cosmo
solvent_61 / solvent_783,1.00 / 0.00,298.15,0.000000000 / 1.245367260,cosmo
solvent_552 / solvent_602,1.00 / 0.00,298.15,0.000000000 / -0.164214390,cosmo
solvent_406 / solvent_707,1.00 / 0.00,298.15,0.000000000 / 0.178579840,cosmo
solvent_384 / solvent_752,1.00 / 0.00,298.15,0.000000000 / 3.485048580,cosmo
solvent_302 / solvent_644,1.00 / 0.00,298.15,0.000000000 / -0.125915690,cosmo
solvent_92 / solvent_753,1.00 / 0.00,298.15,0.000000000 / 5.509220280,cosmo
solvent_36 / solvent_655,1.00 / 0.00,298.15,0.000000000 / 1.524258160,cosmo
solvent_28 / solvent_458,1.00 / 0.00,298.15,0.000000000 / 0.450836950,cosmo
solvent_287 / solvent_494,1.00 / 0.00,298.15,0.000000000 / 2.730156500,cosmo
solvent_206 / solvent_482,1.00 / 0.00,298.15,0.000000000 / 1.184869070,cosmo
solvent_398 / solvent_82,1.00 / 0.00,298.15,0.000000000 / -0.161956680,cosmo
solvent_17 / solvent_537,1.00 / 0.00,298.15,0.000000000 / -0.285442200,cosmo
solvent_375 / solvent_635,1.00 / 0.00,298.15,0.000000000 / -7.728600550,cosmo
solvent_115 / solvent_694,1.00 / 0.00,298.15,0.000000000 / -0.405614160,cosmo
solvent_248 / solvent_548,1.00 / 0.00,298.15,0.000000000 / -0.130431590,cosmo
solvent_500 / solvent_370,1.00 / 0.00,298.15,0.000000000 / -0.306583220,cosmo
solvent_452 / solvent_450,1.00 / 0.00,298.15,0.000000000 / 0.596426540,cosmo
solvent_369 / solvent_119,1.00 / 0.00,298.15,0.000000000 / 0.057343020,cosmo
solvent_185 / solvent_748,1.00 / 0.00,298.15,0.000000000 / 0.057094870,cosmo
solvent_463 / solvent_628,1.00 / 0.00,298.15,0.000000000 / -0.816747010,cosmo
solvent_638 / solvent_774,1.00 / 0.00,298.15,0.000000000 / 0.747264370,cosmo
solvent_211 / solvent_610,1.00 / 0.00,298.15,0.000000000 / -0.371937380,cosmo
solvent_185 / solvent_731,1.00 / 0.00,298.15,0.000000000 / 0.729004560,cosmo
solvent_63 / solvent_731,1.00 / 0.00,298.15,0.000000000 / -0.152022780,cosmo
solvent_268 / solvent_408,1.00 / 0.00,298.15,0.000000000 / 0.206837670,cosmo
solvent_322 / solvent_532,1.00 / 0.00,298.15,0.000000000 / -3.811484060,cosmo
solvent_291 / solvent_740,1.00 / 0.00,298.15,0.000000000 / -2.792826650,cosmo
solvent_605 / solvent_59,1.00 / 0.00,298.15,0.000000000 / 3.029363430,cosmo
solvent_336 / solvent_736,1.00 / 0.00,298.15,0.000000000 / 0.362025900,cosmo
solvent_457 / solvent_782,1.00 / 0.00,298.15,0.000000000 / 0.456278000,cosmo
solvent_490 / solvent_637,1.00 / 0.00,298.15,0.000000000 / -0.020833870,cosmo
solvent_144 / solvent_136,1.00 / 0.00,298.15,0.000000000 / 1.540529160,cosmo
solvent_134 / solvent_54,1.00 / 0.00,298.15,0.000000000 / 2.736400780,cosmo
solvent_398 / solvent_623,1.00 / 0.00,298.15,0.000000000 / 0.135717700,cosmo
solvent_582 / solvent_78,1.00 / 0.00,298.15,0.000000000 / 0.017778620,cosmo
