solv_i_id,molefrac_i,ln_gamma_i
solvent_267 / solvent_671 / solvent_762,0.15 / 0.15 / 0.70,-0.035715240 / -0.333760050 / -0.033623570
solvent_259 / solvent_317 / solvent_840,0.15 / 0.15 / 0.70,0.460034350 / 0.172334170 / 0.071386150
solvent_100 / solvent_160 / solvent_425,0.15 / 0.15 / 0.70,1.831540640 / 0.633872970 / 0.128024460
solvent_40 / solvent_110 / solvent_137,0.15 / 0.15 / 0.70,-0.993629100 / 0.398343030 / -0.112168600
solvent_344 / solvent_398 / solvent_827,0.15 / 0.15 / 0.70,-0.503835810 / 0.171545710 / 0.013847640
solvent_165 / solvent_335 / solvent_419,0.15 / 0.15 / 0.70,0.587070100 / -0.358068720 / 0.100015940
solvent_3 / solvent_55 / solvent_618,0.15 / 0.15 / 0.70,-0.290614430 / 0.026442790 / -0.009487640
solvent_80 / solvent_432 / solvent_519,0.15 / 0.15 / 0.70,0.333678950 / -0.366738450 / -0.037339320
solvent_48 / solvent_386 / solvent_542,0.15 / 0.15 / 0.70,0.272379230 / 0.460582720 / 0.040564750
solvent_15 / solvent_242 / solvent_614,0.15 / 0.15 / 0.70,0.799142410 / 0.641141390 / 0.067485090
solvent_80 / solvent_598 / solvent_819,0.15 / 0.15 / 0.70,0.308396870 / 0.312018220 / -0.015942170
solvent_59 / solvent_61 / solvent_572,0.15 / 0.15 / 0.70,0.328304650 / 0.171354640 / 0.026036330
solvent_67 / solvent_114 / solvent_411,0.15 / 0.15 / 0.70,0.263277790 / 0.041325360 / 0.009929760
solvent_183 / solvent_470 / solvent_552,0.15 / 0.15 / 0.70,0.267612880 / 0.164253750 / 0.039733650
solvent_190 / solvent_436 / solvent_629,0.15 / 0.15 / 0.70,0.618557740 / -0.129148380 / 0.049090600
solvent_464 / solvent_677 / solvent_769,0.15 / 0.15 / 0.70,0.000048890 / 3.515783410 / 0.190066860
solvent_122 / solvent_386 / solvent_791,0.15 / 0.15 / 0.70,-0.020707680 / 0.323151290 / 0.023845510
solvent_464 / solvent_540 / solvent_615,0.15 / 0.15 / 0.70,0.187936760 / -0.702964800 / 0.012324640
solvent_259 / solvent_672 / solvent_725,0.15 / 0.15 / 0.70,0.308959800 / 0.216650520 / 0.057701920
solvent_108 / solvent_309 / solvent_444,0.15 / 0.15 / 0.70,0.669077150 / 0.252720540 / 0.076260120
solvent_280 / solvent_367 / solvent_722,0.15 / 0.15 / 0.70,0.602471410 / 0.347631940 / 0.045230510
solvent_200 / solvent_430 / solvent_609,0.15 / 0.15 / 0.70,-0.025083890 / 0.089251390 / -0.000848790
solvent_45 / solvent_63 / solvent_267,0.15 / 0.15 / 0.70,-0.245363820 / 0.188317370 / -0.010088540
solvent_86 / solvent_467 / solvent_788,0.15 / 0.15 / 0.70,-0.883359250 / -0.324130640 / -0.106894570
solvent_173 / solvent_254 / solvent_656,0.15 / 0.15 / 0.70,0.624078530 / -0.125898030 / 0.068538240
solvent_202 / solvent_269 / solvent_534,0.15 / 0.15 / 0.70,-0.471523220 / -0.259197650 / -0.051386620
solvent_242 / solvent_299 / solvent_389,0.15 / 0.15 / 0.70,-0.117358580 / 0.582399650 / -0.008266120
solvent_272 / solvent_560 / solvent_804,0.15 / 0.15 / 0.70,-0.123526520 / -0.032195480 / 0.085844610
solvent_104 / solvent_606 / solvent_699,0.15 / 0.15 / 0.70,0.545640180 / -0.449969000 / 0.150867900
solvent_143 / solvent_514 / solvent_724,0.15 / 0.15 / 0.70,0.435376590 / -0.289122440 / 0.105948390
solvent_35 / solvent_448 / solvent_651,0.15 / 0.15 / 0.70,-0.016410670 / 0.102778010 / -0.003701360
solvent_30 / solvent_59 / solvent_358,0.15 / 0.15 / 0.70,-0.115433830 / -0.015943060 / -0.011461410
solvent_93 / solvent_559 / solvent_696,0.15 / 0.15 / 0.70,0.609049740 / -0.498873740 / 0.065950590
solvent_559 / solvent_696 / solvent_767,0.15 / 0.15 / 0.70,0.011289360 / -0.249935730 / 0.002356130
solvent_11 / solvent_534 / solvent_652,0.15 / 0.15 / 0.70,-0.146700500 / 0.711376810 / 0.146817940
solvent_205 / solvent_392 / solvent_765,0.15 / 0.15 / 0.70,-0.818155590 / 0.479184700 / 0.068625130
solvent_317 / solvent_759 / solvent_807,0.15 / 0.15 / 0.70,-0.053826580 / 0.110222580 / -0.014366100
solvent_509 / solvent_557 / solvent_840,0.15 / 0.15 / 0.70,1.052721540 / 0.743042460 / 0.174946610
solvent_84 / solvent_235 / solvent_782,0.15 / 0.15 / 0.70,0.132941700 / 1.388987490 / 0.107437880
solvent_513 / solvent_650 / solvent_755,0.15 / 0.15 / 0.70,0.911276800 / 1.132458130 / 0.144507170
solvent_260 / solvent_361 / solvent_755,0.15 / 0.15 / 0.70,0.752953820 / 0.059825420 / 0.120038440
solvent_438 / solvent_440 / solvent_807,0.15 / 0.15 / 0.70,-0.144458410 / 0.026802520 / -0.008438710
solvent_389 / solvent_660 / solvent_694,0.15 / 0.15 / 0.70,0.378208180 / -0.200693520 / 0.037255700
solvent_267 / solvent_384 / solvent_588,0.15 / 0.15 / 0.70,0.000269060 / -0.119402830 / 0.000457750
solvent_253 / solvent_686 / solvent_839,0.15 / 0.15 / 0.70,-0.292598810 / -0.784187030 / -0.032287880
solvent_264 / solvent_578 / solvent_687,0.15 / 0.15 / 0.70,-0.053556600 / 0.971204660 / 0.127745730
solvent_76 / solvent_347 / solvent_646,0.15 / 0.15 / 0.70,0.042121160 / 0.217144170 / 0.010462730
solvent_10 / solvent_155 / solvent_751,0.15 / 0.15 / 0.70,0.189259050 / -1.592187260 / -0.096297340
solvent_18 / solvent_104 / solvent_747,0.15 / 0.15 / 0.70,-0.440085010 / -0.828736510 / 0.035438450
solvent_89 / solvent_157 / solvent_194,0.15 / 0.15 / 0.70,0.875733140 / 0.084020470 / 0.091453980
solvent_83 / solvent_192 / solvent_530,0.15 / 0.15 / 0.70,2.170434130 / 0.937459870 / 0.186878320
solvent_220 / solvent_627 / solvent_843,0.15 / 0.15 / 0.70,0.525447750 / -0.722372600 / -0.041108220
solvent_141 / solvent_425 / solvent_505,0.15 / 0.15 / 0.70,-0.731369750 / 2.054979280 / 0.371034600
solvent_338 / solvent_598 / solvent_778,0.15 / 0.15 / 0.70,0.660905680 / 0.314875590 / 0.078257210
solvent_190 / solvent_356 / solvent_469,0.15 / 0.15 / 0.70,0.723913360 / -0.503117100 / 0.113865120
solvent_164 / solvent_331 / solvent_351,0.15 / 0.15 / 0.70,1.300560510 / -1.216399580 / 0.037929840
solvent_220 / solvent_496 / solvent_797,0.15 / 0.15 / 0.70,-0.931949180 / 0.382503960 / -0.029852920
solvent_9 / solvent_467 / solvent_691,0.15 / 0.15 / 0.70,0.016705730 / -0.004816090 / 0.018403900
solvent_203 / solvent_628 / solvent_652,0.15 / 0.15 / 0.70,0.854761830 / 0.337198980 / 0.146609640
solvent_177 / solvent_313 / solvent_583,0.15 / 0.15 / 0.70,-0.138028080 / 0.071222170 / -0.038708030
solvent_61 / solvent_238 / solvent_257,0.15 / 0.15 / 0.70,-0.044104080 / 0.027081550 / -0.004879370
solvent_61 / solvent_221 / solvent_351,0.15 / 0.15 / 0.70,0.461396630 / -0.050306040 / -0.002763170
solvent_365 / solvent_554 / solvent_762,0.15 / 0.15 / 0.70,-0.020372530 / -0.065325680 / 0.004338210
solvent_40 / solvent_210 / solvent_757,0.15 / 0.15 / 0.70,-3.276390520 / 0.633967810 / -0.167926270
solvent_16 / solvent_59 / solvent_721,0.15 / 0.15 / 0.70,0.997410890 / 1.318589210 / 0.178475690
solvent_615 / solvent_647 / solvent_744,0.15 / 0.15 / 0.70,0.109629970 / 0.377833600 / 0.041023610
solvent_527 / solvent_542 / solvent_556,0.15 / 0.15 / 0.70,1.983130740 / -1.973410300 / -0.188698170
solvent_28 / solvent_347 / solvent_691,0.15 / 0.15 / 0.70,0.352907760 / 0.402196530 / 0.032722320
solvent_145 / solvent_435 / solvent_586,0.15 / 0.15 / 0.70,1.190879900 / -0.205842810 / 0.047354790
solvent_252 / solvent_737 / solvent_768,0.15 / 0.15 / 0.70,-0.122463810 / 0.913840850 / 0.081422550
solvent_139 / solvent_716 / solvent_807,0.15 / 0.15 / 0.70,0.123136590 / 0.167306280 / -0.008567550
solvent_452 / solvent_571 / solvent_611,0.15 / 0.15 / 0.70,0.066208040 / -0.491154580 / 0.046178020
solvent_220 / solvent_381 / solvent_678,0.15 / 0.15 / 0.70,0.514943770 / 0.676636470 / 0.008659120
solvent_132 / solvent_265 / solvent_383,0.15 / 0.15 / 0.70,-1.312682690 / -0.095485210 / -0.047930910
solvent_386 / solvent_705 / solvent_750,0.15 / 0.15 / 0.70,0.301018570 / 0.679671570 / -0.002848510
solvent_136 / solvent_289 / solvent_449,0.15 / 0.15 / 0.70,-0.060206470 / 0.701284480 / 0.041352930
solvent_49 / solvent_52 / solvent_674,0.15 / 0.15 / 0.70,-0.286619070 / 1.861015780 / 0.248332210
solvent_661 / solvent_805 / solvent_806,0.15 / 0.15 / 0.70,-0.092812310 / 0.102899310 / -0.043157930
solvent_86 / solvent_397 / solvent_555,0.15 / 0.15 / 0.70,0.116982170 / 0.056419150 / 0.000361440
solvent_497 / solvent_740 / solvent_797,0.15 / 0.15 / 0.70,0.080634840 / 0.207796130 / 0.023765700
solvent_353 / solvent_409 / solvent_558,0.15 / 0.15 / 0.70,0.865605720 / 0.299414050 / 0.134134530
solvent_169 / solvent_251 / solvent_731,0.15 / 0.15 / 0.70,1.479048850 / 0.732194160 / 0.127216140
solvent_488 / solvent_741 / solvent_828,0.15 / 0.15 / 0.70,-0.114567270 / 0.405966750 / 0.027067550
solvent_55 / solvent_777 / solvent_804,0.15 / 0.15 / 0.70,0.292632520 / -0.323114410 / 0.007563240
solvent_39 / solvent_605 / solvent_615,0.15 / 0.15 / 0.70,0.249099380 / -0.129963420 / 0.003459520
solvent_105 / solvent_390 / solvent_454,0.15 / 0.15 / 0.70,-0.064943760 / 0.753400930 / 0.155119020
solvent_132 / solvent_394 / solvent_728,0.15 / 0.15 / 0.70,-0.535221120 / 1.764127980 / 0.151237830
solvent_197 / solvent_512 / solvent_765,0.15 / 0.15 / 0.70,-0.248096720 / 0.165213550 / -0.010001530
solvent_235 / solvent_357 / solvent_402,0.15 / 0.15 / 0.70,-0.702631370 / -0.695032130 / 0.101941900
solvent_440 / solvent_512 / solvent_647,0.15 / 0.15 / 0.70,-0.138774920 / 0.050605240 / -0.009677130
solvent_23 / solvent_136 / solvent_831,0.15 / 0.15 / 0.70,1.166333540 / 0.148770260 / 0.083154050
solvent_92 / solvent_293 / solvent_767,0.15 / 0.15 / 0.70,1.071742040 / 0.115776790 / 0.098805270
solvent_186 / solvent_214 / solvent_767,0.15 / 0.15 / 0.70,0.381958620 / -0.192534560 / -0.005844090
solvent_232 / solvent_406 / solvent_469,0.15 / 0.15 / 0.70,0.143934250 / -0.397273300 / -0.007285130
solvent_554 / solvent_671 / solvent_809,0.15 / 0.15 / 0.70,0.121711910 / -0.247021540 / -0.007695670
solvent_155 / solvent_260 / solvent_719,0.15 / 0.15 / 0.70,0.008019760 / 0.096152260 / 0.010397800
solvent_137 / solvent_417 / solvent_747,0.15 / 0.15 / 0.70,-0.412682310 / 0.013336870 / -0.047522290
solvent_215 / solvent_345 / solvent_758,0.15 / 0.15 / 0.70,0.029333870 / 0.722542790 / 0.045673370
solvent_474 / solvent_524 / solvent_712,0.15 / 0.15 / 0.70,0.224440530 / 3.522351100 / 0.396498410
solvent_202 / solvent_314 / solvent_680,0.15 / 0.15 / 0.70,-0.116936650 / 0.523862950 / 0.046645330
solvent_10 / solvent_126 / solvent_231,0.15 / 0.15 / 0.70,0.442430490 / 0.486684950 / 0.184976520
solvent_228 / solvent_455 / solvent_515,0.15 / 0.15 / 0.70,0.725330060 / 1.303336440 / 0.187659360
solvent_374 / solvent_522 / solvent_640,0.15 / 0.15 / 0.70,0.471237160 / 0.366691420 / 0.000326780
solvent_152 / solvent_217 / solvent_827,0.15 / 0.15 / 0.70,0.173666550 / 0.669163650 / 0.179478330
solvent_113 / solvent_306 / solvent_830,0.15 / 0.15 / 0.70,-0.382385270 / 0.745932380 / 0.014129370
solvent_299 / solvent_315 / solvent_384,0.15 / 0.15 / 0.70,0.057134530 / -0.840541960 / -0.046426140
solvent_340 / solvent_417 / solvent_622,0.15 / 0.15 / 0.70,0.523159740 / 0.047750500 / 0.034724800
solvent_16 / solvent_340 / solvent_653,0.15 / 0.15 / 0.70,0.045443540 / 0.613129740 / 0.055967150
solvent_67 / solvent_452 / solvent_586,0.15 / 0.15 / 0.70,0.112491740 / 0.330946790 / 0.012592030
solvent_104 / solvent_406 / solvent_415,0.15 / 0.15 / 0.70,-1.234619350 / -1.362406620 / 0.119764540
solvent_235 / solvent_578 / solvent_708,0.15 / 0.15 / 0.70,2.401092970 / 2.200330210 / 0.468163480
solvent_62 / solvent_162 / solvent_687,0.15 / 0.15 / 0.70,1.015597390 / 0.489595420 / 0.108292510
solvent_421 / solvent_448 / solvent_659,0.15 / 0.15 / 0.70,-0.200462240 / 0.223099820 / -0.008440560
solvent_81 / solvent_210 / solvent_456,0.15 / 0.15 / 0.70,0.340364030 / -0.340796930 / -0.014401740
solvent_34 / solvent_49 / solvent_692,0.15 / 0.15 / 0.70,0.002984750 / 0.045165300 / 0.003787220
solvent_239 / solvent_337 / solvent_467,0.15 / 0.15 / 0.70,0.756485430 / 0.727867180 / 0.062619560
solvent_279 / solvent_289 / solvent_723,0.15 / 0.15 / 0.70,-0.339186280 / 1.202001550 / 0.064086000
solvent_392 / solvent_612 / solvent_820,0.15 / 0.15 / 0.70,1.122186270 / -0.076115150 / 0.134007220
solvent_138 / solvent_541 / solvent_774,0.15 / 0.15 / 0.70,-0.194429330 / -0.028536450 / 0.011175590
solvent_68 / solvent_331 / solvent_672,0.15 / 0.15 / 0.70,0.398775110 / -0.745153690 / 0.023572460
solvent_681 / solvent_777 / solvent_793,0.15 / 0.15 / 0.70,0.435896320 / 0.190015720 / 0.002624000
solvent_11 / solvent_72 / solvent_379,0.15 / 0.15 / 0.70,-0.179364670 / 0.224179250 / 0.005755060
solvent_15 / solvent_508 / solvent_681,0.15 / 0.15 / 0.70,0.067610550 / 0.021190730 / 0.008786440
solvent_86 / solvent_340 / solvent_429,0.15 / 0.15 / 0.70,0.265490850 / 0.251124490 / 0.010822580
solvent_47 / solvent_183 / solvent_748,0.15 / 0.15 / 0.70,-1.935813140 / -0.581858270 / -0.099394770
solvent_343 / solvent_588 / solvent_770,0.15 / 0.15 / 0.70,1.285665110 / 0.569134410 / 0.155614450
solvent_180 / solvent_508 / solvent_643,0.15 / 0.15 / 0.70,-0.117874800 / 0.186878100 / -0.004628250
solvent_77 / solvent_309 / solvent_822,0.15 / 0.15 / 0.70,-0.105327540 / 0.068926920 / -0.007604970
solvent_358 / solvent_687 / solvent_692,0.15 / 0.15 / 0.70,0.026662730 / -0.005260510 / -0.001236360
solvent_219 / solvent_307 / solvent_312,0.15 / 0.15 / 0.70,-1.014249580 / 1.135093390 / 0.019763910
solvent_243 / solvent_407 / solvent_638,0.15 / 0.15 / 0.70,0.279682870 / -0.383401740 / -0.011543950
solvent_508 / solvent_524 / solvent_609,0.15 / 0.15 / 0.70,0.337991640 / 2.931372360 / 0.139577000
solvent_56 / solvent_636 / solvent_678,0.15 / 0.15 / 0.70,0.618960430 / -2.264159430 / -0.064148160
solvent_95 / solvent_187 / solvent_800,0.15 / 0.15 / 0.70,1.834773260 / 0.834365450 / 0.166412740
solvent_553 / solvent_605 / solvent_821,0.15 / 0.15 / 0.70,-0.074294410 / -0.124215850 / 0.011934820
solvent_179 / solvent_301 / solvent_647,0.15 / 0.15 / 0.70,-0.616919350 / -0.103967910 / -0.051434450
solvent_151 / solvent_272 / solvent_573,0.15 / 0.15 / 0.70,0.138051700 / 0.287845450 / 0.006390000
solvent_197 / solvent_539 / solvent_602,0.15 / 0.15 / 0.70,-0.450435620 / 2.800541940 / 0.052493790
solvent_10 / solvent_676 / solvent_701,0.15 / 0.15 / 0.70,-0.034488600 / 0.028127260 / 0.000217210
solvent_340 / solvent_409 / solvent_476,0.15 / 0.15 / 0.70,0.291433630 / 0.131830710 / 0.034909760
solvent_287 / solvent_381 / solvent_488,0.15 / 0.15 / 0.70,0.178772970 / -0.094680440 / -0.013478930
solvent_108 / solvent_358 / solvent_657,0.15 / 0.15 / 0.70,0.139154030 / -0.031815360 / 0.019616610
solvent_21 / solvent_245 / solvent_696,0.15 / 0.15 / 0.70,0.349823110 / 0.082535910 / 0.008442880
solvent_416 / solvent_424 / solvent_462,0.15 / 0.15 / 0.70,0.234130740 / -0.141065710 / -0.009546170
solvent_313 / solvent_358 / solvent_582,0.15 / 0.15 / 0.70,0.673128340 / -0.020237780 / 0.027755540
solvent_62 / solvent_157 / solvent_185,0.15 / 0.15 / 0.70,1.022830950 / 0.303620560 / 0.102316410
solvent_135 / solvent_156 / solvent_344,0.15 / 0.15 / 0.70,-0.110035640 / 0.416129120 / -0.045693200
solvent_200 / solvent_582 / solvent_819,0.15 / 0.15 / 0.70,-0.086868800 / -0.050705500 / -0.032159030
solvent_227 / solvent_752 / solvent_783,0.15 / 0.15 / 0.70,0.925750500 / -0.136686780 / 0.156437590
solvent_334 / solvent_675 / solvent_756,0.15 / 0.15 / 0.70,-0.312292290 / 1.304360180 / 0.099855370
solvent_358 / solvent_396 / solvent_636,0.15 / 0.15 / 0.70,0.103819820 / -1.325281300 / -0.040693330
solvent_151 / solvent_647 / solvent_835,0.15 / 0.15 / 0.70,0.128132500 / -0.019847710 / -0.009124610
solvent_262 / solvent_375 / solvent_842,0.15 / 0.15 / 0.70,0.456668830 / 1.063530280 / 0.211483730
solvent_95 / solvent_573 / solvent_759,0.15 / 0.15 / 0.70,1.033152720 / 0.137034840 / 0.153526820
solvent_123 / solvent_197 / solvent_592,0.15 / 0.15 / 0.70,0.714781950 / 0.094234060 / 0.063800450
solvent_72 / solvent_139 / solvent_227,0.15 / 0.15 / 0.70,0.816826880 / 0.287219200 / 0.075451420
solvent_254 / solvent_501 / solvent_835,0.15 / 0.15 / 0.70,-0.109866750 / 0.770070570 / 0.121157620
solvent_193 / solvent_667 / solvent_742,0.15 / 0.15 / 0.70,0.171860010 / -0.744358240 / -0.037745830
solvent_166 / solvent_564 / solvent_762,0.15 / 0.15 / 0.70,-0.312469830 / 0.083440030 / -0.007632510
solvent_443 / solvent_549 / solvent_821,0.15 / 0.15 / 0.70,0.731936110 / -0.002009400 / 0.038921500
solvent_75 / solvent_696 / solvent_821,0.15 / 0.15 / 0.70,0.436150440 / -0.140690230 / 0.018785440
solvent_102 / solvent_673 / solvent_713,0.15 / 0.15 / 0.70,0.026116880 / -0.022648230 / -0.001319160
solvent_381 / solvent_425 / solvent_724,0.15 / 0.15 / 0.70,0.039907320 / 0.217974850 / 0.033980640
solvent_267 / solvent_349 / solvent_466,0.15 / 0.15 / 0.70,-0.325905140 / 0.260330420 / -0.028424580
solvent_289 / solvent_585 / solvent_783,0.15 / 0.15 / 0.70,0.252084920 / 0.115230860 / -0.013659440
solvent_10 / solvent_272 / solvent_590,0.15 / 0.15 / 0.70,0.192937360 / -0.042977910 / -0.005890970
solvent_170 / solvent_272 / solvent_816,0.15 / 0.15 / 0.70,0.195897360 / 0.161243120 / 0.017967380
solvent_143 / solvent_165 / solvent_450,0.15 / 0.15 / 0.70,-0.074467610 / 0.009908670 / 0.232085270
solvent_57 / solvent_240 / solvent_298,0.15 / 0.15 / 0.70,0.400265450 / -0.144780550 / 0.014388820
solvent_115 / solvent_519 / solvent_816,0.15 / 0.15 / 0.70,0.142582610 / 0.013552740 / 0.018779620
solvent_133 / solvent_259 / solvent_796,0.15 / 0.15 / 0.70,-0.733135400 / 1.214070410 / 0.000327430
solvent_175 / solvent_332 / solvent_701,0.15 / 0.15 / 0.70,0.632889870 / -0.206190370 / 0.084233610
solvent_20 / solvent_185 / solvent_508,0.15 / 0.15 / 0.70,0.175961570 / 0.013900810 / -0.004809940
solvent_182 / solvent_226 / solvent_243,0.15 / 0.15 / 0.70,-2.508601310 / 0.570600840 / -0.037096670
solvent_298 / solvent_334 / solvent_361,0.15 / 0.15 / 0.70,0.460300370 / -0.907016160 / 0.057148640
solvent_573 / solvent_650 / solvent_676,0.15 / 0.15 / 0.70,0.036987010 / 0.160158960 / 0.021853880
solvent_236 / solvent_383 / solvent_815,0.15 / 0.15 / 0.70,0.004864870 / -0.858396100 / -0.133141800
solvent_83 / solvent_256 / solvent_829,0.15 / 0.15 / 0.70,0.643591450 / -0.014495730 / 0.021213410
solvent_425 / solvent_515 / solvent_669,0.15 / 0.15 / 0.70,0.718723660 / 1.782332500 / 0.072932420
solvent_230 / solvent_517 / solvent_659,0.15 / 0.15 / 0.70,-0.565733800 / -0.538275620 / -0.052488090
solvent_93 / solvent_206 / solvent_234,0.15 / 0.15 / 0.70,-0.391966220 / 1.342324540 / 0.082451570
solvent_456 / solvent_467 / solvent_773,0.15 / 0.15 / 0.70,-0.094408540 / 0.059313040 / 0.012038390
solvent_100 / solvent_109 / solvent_424,0.15 / 0.15 / 0.70,0.140238580 / -1.277804650 / 0.007705900
solvent_63 / solvent_561 / solvent_679,0.15 / 0.15 / 0.70,0.258554290 / -0.130925680 / 0.000530850
solvent_93 / solvent_190 / solvent_419,0.15 / 0.15 / 0.70,0.298803500 / 0.495372500 / 0.221274940
solvent_411 / solvent_572 / solvent_839,0.15 / 0.15 / 0.70,0.202015190 / -0.930349340 / -0.022903960
solvent_133 / solvent_200 / solvent_655,0.15 / 0.15 / 0.70,0.841370190 / 0.146823270 / 0.032734080
solvent_108 / solvent_602 / solvent_819,0.15 / 0.15 / 0.70,0.040329370 / -0.485439920 / -0.033905690
solvent_487 / solvent_497 / solvent_628,0.15 / 0.15 / 0.70,-0.613518180 / 0.555347670 / 0.029645860
solvent_636 / solvent_713 / solvent_773,0.15 / 0.15 / 0.70,-0.347231950 / 0.101266530 / -0.025327830
solvent_228 / solvent_365 / solvent_435,0.15 / 0.15 / 0.70,0.127308380 / 0.638263100 / 0.029357670
solvent_150 / solvent_551 / solvent_728,0.15 / 0.15 / 0.70,0.209817400 / 0.391676170 / 0.172906000
solvent_14 / solvent_391 / solvent_625,0.15 / 0.15 / 0.70,0.028156030 / -0.276529340 / -0.005330680
solvent_212 / solvent_263 / solvent_455,0.15 / 0.15 / 0.70,-0.356073050 / 0.287886590 / 0.092755210
solvent_115 / solvent_307 / solvent_381,0.15 / 0.15 / 0.70,0.008895950 / -0.089656050 / 0.004525760
solvent_189 / solvent_276 / solvent_685,0.15 / 0.15 / 0.70,0.821931770 / -0.047084600 / 0.039435360
solvent_193 / solvent_275 / solvent_390,0.15 / 0.15 / 0.70,0.739417160 / -0.343977030 / 0.006427610
solvent_172 / solvent_501 / solvent_741,0.15 / 0.15 / 0.70,0.589523780 / 0.149658930 / 0.019280000
solvent_227 / solvent_233 / solvent_642,0.15 / 0.15 / 0.70,-0.893270410 / 0.084356980 / -0.047253070
solvent_41 / solvent_577 / solvent_768,0.15 / 0.15 / 0.70,0.171026010 / 1.186467460 / 0.088482000
solvent_98 / solvent_197 / solvent_575,0.15 / 0.15 / 0.70,0.450950240 / 0.079890540 / 0.041684290
solvent_21 / solvent_556 / solvent_811,0.15 / 0.15 / 0.70,0.361439250 / -1.572155290 / -0.046780550
solvent_74 / solvent_228 / solvent_577,0.15 / 0.15 / 0.70,1.260832400 / 0.458052230 / 0.075944680
solvent_3 / solvent_475 / solvent_521,0.15 / 0.15 / 0.70,0.651132530 / -0.678214750 / 0.029555520
solvent_188 / solvent_507 / solvent_827,0.15 / 0.15 / 0.70,-0.136713370 / -0.167448040 / -0.046678910
solvent_21 / solvent_201 / solvent_586,0.15 / 0.15 / 0.70,0.417358160 / 0.086218030 / 0.008984430
solvent_11 / solvent_278 / solvent_840,0.15 / 0.15 / 0.70,0.518753320 / 0.176158440 / 0.058445840
solvent_10 / solvent_595 / solvent_709,0.15 / 0.15 / 0.70,0.103731170 / -0.195310300 / -0.002193870
solvent_312 / solvent_675 / solvent_703,0.15 / 0.15 / 0.70,1.076960630 / 0.244444030 / 0.019223150
solvent_210 / solvent_272 / solvent_474,0.15 / 0.15 / 0.70,-0.031377580 / -0.131562830 / -0.017378690
solvent_334 / solvent_664 / solvent_760,0.15 / 0.15 / 0.70,0.269652920 / 0.928923770 / 0.094991870
solvent_497 / solvent_519 / solvent_655,0.15 / 0.15 / 0.70,0.969044670 / -0.147374200 / 0.075661320
solvent_133 / solvent_322 / solvent_446,0.15 / 0.15 / 0.70,-0.250803740 / 0.931631110 / 0.008991020
solvent_139 / solvent_322 / solvent_597,0.15 / 0.15 / 0.70,0.298742250 / 0.581382360 / 0.102936110
solvent_357 / solvent_660 / solvent_771,0.15 / 0.15 / 0.70,-0.037805610 / 0.319476870 / 0.020616920
solvent_54 / solvent_435 / solvent_580,0.15 / 0.15 / 0.70,-0.080665990 / 0.478736780 / 0.071553110
solvent_57 / solvent_247 / solvent_687,0.15 / 0.15 / 0.70,0.129889760 / -0.012801610 / 0.011392650
solvent_210 / solvent_257 / solvent_660,0.15 / 0.15 / 0.70,-0.312531040 / -0.098170120 / -0.026629400
solvent_384 / solvent_411 / solvent_487,0.15 / 0.15 / 0.70,-0.016943240 / 0.241244560 / 0.012913130
solvent_278 / solvent_557 / solvent_787,0.15 / 0.15 / 0.70,-0.697416830 / -0.132472150 / -0.046663370
solvent_174 / solvent_431 / solvent_835,0.15 / 0.15 / 0.70,-0.063174440 / 0.148263020 / -0.002993890
solvent_615 / solvent_710 / solvent_764,0.15 / 0.15 / 0.70,-0.499334600 / 0.418037460 / 0.139348650
solvent_106 / solvent_107 / solvent_831,0.15 / 0.15 / 0.70,-0.001653800 / 0.463540590 / 0.022516010
solvent_40 / solvent_418 / solvent_779,0.15 / 0.15 / 0.70,0.316899450 / -2.751110530 / 0.267008820
solvent_251 / solvent_609 / solvent_796,0.15 / 0.15 / 0.70,0.305490100 / 0.878982370 / 0.044388720
solvent_161 / solvent_213 / solvent_463,0.15 / 0.15 / 0.70,0.503280060 / 0.289309110 / 0.022313860
solvent_594 / solvent_716 / solvent_737,0.15 / 0.15 / 0.70,0.066003710 / 1.199393430 / 0.102439310
solvent_340 / solvent_342 / solvent_520,0.15 / 0.15 / 0.70,0.717518670 / 0.143938720 / 0.050937040
solvent_66 / solvent_441 / solvent_479,0.15 / 0.15 / 0.70,0.501351950 / 4.099807320 / 0.637119250
solvent_362 / solvent_428 / solvent_597,0.15 / 0.15 / 0.70,0.998154430 / 0.688986760 / 0.529733290
solvent_95 / solvent_321 / solvent_557,0.15 / 0.15 / 0.70,0.818238460 / 0.883775580 / 0.038071500
solvent_2 / solvent_360 / solvent_755,0.15 / 0.15 / 0.70,0.802268470 / 0.985536840 / 0.198835500
solvent_743 / solvent_788 / solvent_819,0.15 / 0.15 / 0.70,-0.749945570 / 0.320871640 / 0.115149800
solvent_212 / solvent_506 / solvent_831,0.15 / 0.15 / 0.70,0.379504390 / 0.431601790 / 0.080030610
solvent_85 / solvent_463 / solvent_510,0.15 / 0.15 / 0.70,-0.013414700 / 0.160728340 / 0.000145680
solvent_47 / solvent_137 / solvent_397,0.15 / 0.15 / 0.70,-0.094414610 / 0.084949470 / 0.069438210
solvent_252 / solvent_360 / solvent_489,0.15 / 0.15 / 0.70,-0.352406370 / -0.010030090 / -0.021734610
solvent_256 / solvent_655 / solvent_789,0.15 / 0.15 / 0.70,0.121293250 / 0.212314870 / 0.052226760
solvent_104 / solvent_329 / solvent_530,0.15 / 0.15 / 0.70,1.310520900 / 2.536916310 / 0.360696020
